Crash_ID,Damaged_Property
13627118,FIRE HYDRANT
13627372,TOTAL OF 60 FEET GUARDRAIL DAMAGE
13630078,THREE FOOT HIGH CONCRETE POLE
13630082,TRASH CAN AND TREE
13634914,STREET SIGN KNOCKED OVER.
13634916,SHRUBS AND CREPE MERTLE TREE
13637945,BROKEN CHAIN LENGTH FENCE
13639597,FENCE AND DUMPSTER
13639603,EXIT 229 SB IH 35 DIVIDER FOR OFF RAMP
13643369,DOUBLE METAL LIGHT POLE
13643369,15' OF METAL GUARD RAIL
13643587,METAL PIPE FENCE KNOCKED OVER
13643791,NO U-TURN SIGN
13643791,DO NOT ENTER SIGN LARGE
13643791,ONE WAY SIGN
13646962,PYLON/BARRICADE
13646963,CUBESMART STORAGE CENTER
13647032,CEMENT POLE SN- 350B6576A
13647689,BROKEN CONCRETE ON CURB
13647693,POLICE K-9
13647694,GUARDRAIL DAMAGE
13647704,WALL
13647704,YARD/LANDSCAPE/TREE
13647705,DIRECTIONAL SIGN
13647769,UTILITY POLE
13647775,GUARDRAIL
13647777,STOP SIGN
13647780,GUARDRAIL WB TO SB
13647814,LIGHT POLE
13650116,DAMAGE TO PERIMETER FENCE
13650583,MAILBOX
13650620,BICYCLE
13650717,MAILBOX
13650732,GUARDRAIL WEST SIDE
13650734,SUPERFICIAL TREE DAMAGE
13650735,GUARD RAIL
13650758,SEVERED WIRE AND ELECTRICAL CONDUIT
13652563,POLE #290467 CABLES BENT
13653407,SIDEWALK CURB
13653541,GUARDRAIL
13653669,ELECTRICAL POLE
13653765,FENCE METAL
13653886,LANE MERGING SIGN KNOCKED DOWN
13656265,DAMAGE TO WOODEN POLE #37064
13658654,"VEHICLE COLLIDED WITH HOUSE, BEDROOM"
13658657,GUARDRAIL DAMAGE
13658657,ALLUMINUM LIGHT POLE DAMAGE
13659617,GUARDRAIL
13662058,GUARD RAIL
13662061,SHRUBS/BUSHES
13662061,FIRE HYDRANT
13662067,STOP SIGN/STREET SIGN
13662373,GUARDRAIL
13662420,SECURITY FENCE AND SPOTLIGHT
13662420,ELECTRIC POLE #300554
13662475,20 F OF GUARDRAIL DAMAGE
13662477,TREE
13662477,BRICK WALL
13663311,FENCE LINE (IRON)
13663367,MCDONALDS
13663378,TREE
13663383,RETAINING WALL
13663384,TELEPHONE POLE
13663409,BUILDING PILLAR
13665486,ICE ON BRIDGE SIGB
13665847,GUARDRAIL
13666051,PHONE POLE #5
13666057,GUARD RAIL
13668071,SIGN 512-835-4455
13668072,GUARD RAIL
13668199,HOUSE
13668311,UTILITY LIGHT POLE
13668326,MAILBOX AND WALL (BRICKS)
13668397,WOODEN FENCE
13668405,FENCE- APPROX 10-15 FT SECTION
13668409,CHAIN LINK FENCE
13668456,LIGHT POST MOUNT BROKEN CEMENT
13668488,30 OF BRICK WALL
13668550,LIGHT POLE (224730)
13668552,EXIT RAMP/ PROPER DIVIDER
13670655,BUILDING DAMAGED
13671390,SIGNAL LIGHT POLE SE CORNER
13671392,AUSTIN LIGHT POLE 369085
13671394,AE CITY ELECTRIC METER
13671455,FENCE
13671455,FENCE
13671468,FRT ENTRANCE TO HOUSE-BROKEN
13673192,LIGHT POLE
13674491,YEILD SIGN
13676406,LIGHT POLE SCRAPED AND PAINT TRANSFER
13676766,LIGHT POLE
13676774,MEDIAN WIRE BARRIER
13676779,UTILITY POLE; FIRE HYDRANT
13679430,GUARDRAIL
13679440,MEDIAN
13679472,TREE
13679476,15FT GUARDRAIL
13679879,GATE CAVED IN
13679880,UTILITY POLE #353649
13680081,BROKEN CHAIN LINK FENCE
13680098,ROCK WALL TO DRIVE DAMAGED
13680299,LIGHT POLE 366107
13682528,AUSTIN ENERGY
13682528,AUSTIN WASTEWATER
13682533,APPROX 20 FT OF GUARDRAIL
13682537,"2 SIGNS, ONE-WAY SIGN & A HWY 45 W SIGN"
13683577,TREE
13683585,MEDIAN GUARDRAIL (20 FT )
13684226,GUARD RAILS
13684227,GUARDRAIL
13684230,HEB SIGN
13684867,CITY OF AUSTIN LIGHT POLE #385741
13686307,"FELLED ""HIGHWAY INTERSECTION AHEAD"" SIGN"
13687800,LANDSCAPE
13687943,30 MPH SCHOOL ZONE SIGN
13688062,GUARD RAIL
13688134,POWER POLE 309133
13688137,FENCE/PATIO/LANDSCAPING
13688137,FENCE/LANDSCAPING
13688264,CONSTRUCTION BARRELS
13688339,LIGHT POLE
13688344,POWER LINES
13688344,FENCE
13688345,GUARDRAIL
13688347,POLE #263570
13688409,GUARDRAIL
13688409,MAN HOLE
13688417,STREET LIGHT POLE SUPPORT
13688417,GUARD RAIL SUPPORT POLE
13688428,PARKED VEH BYC3315
13688428,LIGHT POST STREET LIGHT
13688428,FENCE
13688428,HOUSE
13688463,GUARDRAIL DENTED AT SOUTHPARK MEADOWS DR
13688473,25 MPH SIGN KNOCKED DOWN (1002 BRODIE ST
13688479,TRAFFIC CONTROL SIGN
13689068,CHAINLINK FENCE
13689068,TREE
13690938,MAILBOX
13690943,LIGHT POLE
13690947,DECKER LAKE FENCE
13690949,CAMERA ELECTRICAL BOX
13690949,LIGHT POLE
13691051,RAILROAD CROSSING ARM # 924564M
13694056,CHAIN LINKED FENCE
13694202,FENCE
13696784,BRICK ENTRANCE SIGN (512-502-7515)
13696793,GUARDRAIL
13696946,HWY ENTRANCE SIGN
13698162,ROCK WALL DAMAGE
13698163,MAILBOX WAS RUN OVER
13698166,DAMAGED GUARDRAIL
13699669,"LIGHT POLE AND LIGHT, METAL GATE"
13699851,ACE CASH EXPRESS WALL OF WINDOWS (4)
13699855,TRAFFIC LIGHT CONTROL BOX
13701542,DAMAGED TREE
13701542,"FENCE, PLANTS"
13701544,DESTROYED STORE FRONT AND DISPLAYS
13701958,FENCE
13701966,TREE/LANDSCAPING
13702050,ROADWAY SIGN
13702051,GUARD RAIL
13704846,KNOCKED DOWN LIGHT POLE
13704858,2 NO PARKING SIGNS. GUIDE WIRE
13704858,TREE DAMAGE
13704953,GARAGE DOOR
13705129,TREE
13705309,MAILBOXES
13705310,BICYCLE
13705321,GUARDRAIL 15FT
13705366,ARROW SIGN
13707216,POLE # 17
13707219,BACK FENCE
13707219,WEST FENCE
13707220,BUSHES
13707563,GAS LAMP
13707571,GAS METER
13707899,100' CONCRETE WALL DAMAGED
13707899,BROKEN WINSHIELD ON TRK TX LP#VJF-100
13707982,"ANTIQUE IRON GATE - EST. $30,000"
13708037,GUARDRAIL DAMAGE - CITY OF AUSTIN
13708040,ROD -IRON FENCE AND LANDSCAPING
13711292,LIGHT POLE SE CORNER
13711293,GUARD RAIL 15FT
13711381,GUARDRAIL
13711382,15FT GUARDRAIL DAMAGE
13711394,DECK DAMAGE-FLOWER BED DAMAGED.
13711440,GUARD RAIL
13711468,LANDSCAPE TREE'S ETC
13716999,FENCE WAS SLIGHTLY DAMAGED
13717004,HOLE IN WALL
13717004,CROSS WALK POLE KNOCKED DOWN
13717004,40 FEET OF BROKEN FENCES
13718088,GUARDRAIL
13718089,APARTMENT STRUCTURE DAMAGE
13718089,FLOWER BED
13718090,BUSH/SHRUB
13718090,TRAFFIC POLE
