Crash_ID,Unit_Nbr,Prsn_Nbr,Charge_Cat_ID,Charge,Citation_Nbr
16179857,1,1,,NO CHARGES,
16179857,3,1,,NO CHARGES,
16180145,1,1,,DWI,
16180145,2,1,,NO CHARGES,
16180146,1,1,,DRIVING WHILE INTOXICATED,
16180147,1,1,,FAILURE TO YIELD STOP SIGN,E16152787
16180147,1,2,,NO CHARGES,
16180147,1,3,,NO CHARGES,
16180147,1,4,,NO CHARGES,
16180147,2,1,,NO CHARGES,
16180148,1,1,,FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY,E1648533
16180148,1,1,,FAIL TO YIELD RIGHT OF WAY FROM PRIVATE DRIVE,E1648533
16180148,1,1,,NO DRIVERS LICENSE,E1648533
16180148,1,2,,NO CHARGES,
16180148,1,3,,NO CHARGES,
16180148,2,1,,NO CHARGES,
16180148,3,1,,NO CHARGES,
16180148,3,2,,NO CHARGES,
16180148,4,1,,NO CHARGES,
16180148,4,2,,NO CHARGES,
16180149,1,1,,NO CHARGES,
16180149,1,2,,NO CHARGES,
16180150,1,1,,NO DRIVERS LICENSE,E16522527
16180151,1,1,,FTMACD,180021057
16180151,2,1,,NO CHARGES,
16180161,1,1,,FAIL TO YIELD ROW LEFT TURN,E16393769
16180161,2,1,,NO CHARGES,
16180162,1,1,,NO CHARGES,
16180162,4,1,,NO CHARGES,
16180164,2,1,,NO CHARGES,
16180165,1,1,,FTYROW-RIGHT TURN,
16180165,2,1,,NO CHARGES,
16180166,1,1,,FAIL TO MAINTAIN ASSURED CLEAT DISTANCE,E16497180
16180166,2,1,,NO CHARGES,
16180166,2,2,,NO CHARGES,
16180166,2,3,,NO CHARGES,
16180166,2,4,,NO CHARGES,
16180166,3,1,,NO CHARGES,
16180167,1,1,,NO CHARGES,
16180168,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,14090475
16180168,2,1,,NO CHARGES,
16180169,1,1,,NO CHARGES,
16180169,2,1,,NO CHARGES,
16180170,1,1,,NO CHARGES,
16180170,2,1,,NO CHARGES,
16180171,1,1,,FAILURE TO YIELD ROW LEFT TURN INTERSECTION,E16205714
16180171,2,1,,NO CHARGES,
16180173,1,1,,NO CHARGES,
16180174,1,1,,NO CHARGES,
16180174,1,2,,NO CHARGES,
16180175,1,1,,UNSAFE LANE CHANGE,E16003305
16180175,1,2,,NO CHARGES,
16180175,2,1,,FTMFR,E16003306
16180176,1,1,,NO CHARGES,
16180417,1,1,,NO CHARGES,
16180417,2,1,,NO CHARGES,
16180418,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,E16508593
16180418,2,1,,NO CHARGES,
16180419,1,1,,UNSAFE MOVEMENT RIGHT,E1617994
16180419,2,1,,NO CHARGES,
16180419,2,2,,NO CHARGES,
16180420,1,1,,FTMACD,E16156493
16180420,2,1,,NO CHARGES,
16180420,2,2,,NO CHARGES,
16180421,1,1,,NO CHARGES,
16180421,1,2,,NO CHARGES,
16180421,1,3,,NO CHARGES,
16180421,2,1,,NO CHARGES,
16180421,2,2,,NO CHARGES,
16180421,3,1,,NO CHARGES,
16180819,1,1,,NO CHARGES,
16180819,1,2,,NO CHARGES,
16180819,2,1,,NO CHARGES,
16180820,1,1,,NO CHARGES,
16180821,1,1,,NO CHARGES,
16180821,1,2,,NO CHARGES,
16180822,1,1,,NO CHARGES,
16180822,2,1,,DRIVING WHILE LICENSE INVALID,6488335669
16180823,1,1,,NO CHARGES,
16180823,2,1,,NO CHARGES,
16180823,3,1,,NO CHARGES,
16180824,1,1,,NO CHARGES,
16180824,1,2,,NO CHARGES,
16180824,1,3,,NO CHARGES,
16180825,1,1,,NO CHARGES,
16180825,2,1,,NO CHARGES,
16180825,2,2,,NO CHARGES,
16180826,1,1,,NO DRIVERS LICENSE,E16239808
16180826,1,1,,FAILED TO MAINTAIN ASSURED CLEAR DISTANCE,E16239808
16180826,2,1,,NO CHARGES,
16180827,1,1,,NO CHARGES,
16180828,1,1,,NO CHARGES,
16180828,3,1,,NO CHARGES,
16180829,1,1,,FAILED TO MAINTAIN FINACIAL RESPOSIBILITY,E16180324
16180829,1,1,,FAILED TO MAINTAIN ASSURED CLEAR DISTANCE,E16180324
16180829,2,1,,NO CHARGES,
16180830,1,1,,NO CHARGES,
16180830,2,1,,NO CHARGES,
16180831,1,1,,NO CHARGES,
16180831,2,1,,NO CHARGES,
16180831,2,2,,NO CHARGES,
16180832,1,1,,FTMFR,E16454539
16180832,1,1,,NO DL,E16454540
16180832,2,1,,NO CHARGES,
16180832,3,1,,NO CHARGES,
16180832,4,1,,NO CHARGES,
16180833,1,1,,NO CHARGES,
16180833,2,1,,NO CHARGES,
16180834,1,1,,NO CHARGES,
16180834,2,1,,NO CHARGES,
16180835,1,1,,NO CHARGES,
16180835,2,1,,NO CHARGES,
16180836,1,1,,DRIVING WHILE INTOXICATED,1821346
16180836,2,1,,NO CHARGES,
16180841,1,1,,NO CHARGES,
16180841,2,1,,NO CHARGES,
16180841,2,2,,NO CHARGES,
16180841,2,3,,NO CHARGES,
16180843,1,1,,NO DRIVERS LICENSE,E16399701
16180844,1,1,,NO CHARGES,
16180844,1,2,,NO CHARGES,
16180844,2,1,,NO CHARGES,
16180845,1,1,,NO CHARGES,
16180846,1,1,,NO CHARGES,
16180847,1,1,,NO CHARGES,
16180848,1,1,,NO CHARGES,
16180848,2,1,,NO CHARGES,
16180867,1,1,,RAN RED LIGHT,E16131999
16180867,2,1,,NO CHARGES,
16180868,1,1,,NO CHARGES,
16180868,2,1,,NO CHARGES,
16180869,1,1,,RAN RED LIGHT,180030523
16180869,2,1,,NO CHARGES,
16180870,1,1,,FAILED TO MAINTAIN ASSURED CLEAR DISTANCE,E16141981
16180870,2,1,,NO CHARGES,
16180871,1,1,,NO CHARGES,
16180871,2,1,,NO CHARGES,
16180872,1,1,,NO DRIVERS LICENSE,180030401
16180872,1,1,,FTYROW FROM PRIVATE DRIVE,180030401
16180872,2,1,,NO CHARGES,
16180873,1,1,,FAIL TO YIELD RIGHT OF WAY--LEFT TURN INTERSECTION,180040783
16180873,2,1,,NO CHARGES,
16182186,1,1,,NO CHARGES,
16182186,2,1,,NO CHARGES,
16182217,1,1,,NO CHARGES,
16182217,1,2,,NO CHARGES,
16182217,1,3,,NO CHARGES,
16182453,1,1,,FAILUAR TO YIELD - LEFT TURN INTERSECTION,E16083281
16182453,2,1,,NO CHARGES,
16182657,1,1,,NO CHARGES,
16182657,1,2,,NO CHARGES,
16182657,1,3,,NO CHARGES,
16182657,2,1,,DWI FELONY,
16182659,1,1,,NO CHARGES,
16182660,1,1,,NO CHARGES,
16182660,3,1,,NO CHARGES,
16182661,1,1,,FAIL TO YIELD R-O-W/PRIVATE DRIVEWAY,E16119228
16182661,1,2,,NO CHARGES,
16182661,2,1,,NO CHARGES,
16182661,2,2,,NO CHARGES,
16182662,1,1,,NO CHARGES,
16182663,1,1,,NO INSURANCE,E16255364
16182663,1,1,,FAIL TO MAINTAIN CLEAR AND ASSURED DISTANCE,E16255364
16182663,1,1,,NO DL,E16255364
16182663,2,1,,NO CHARGES,
16182663,2,2,,NO CHARGES,
16182664,1,1,,NO CHARGES,
16182664,2,1,,NO CHARGES,
16182665,1,1,,NO CHARGES,
16182665,2,1,,NO CHARGES,
16182665,3,1,,NO CHARGES,
16182665,4,1,,NO CHARGES,
16182666,1,1,,DRIVING WHILE INTOXICATED,
16182666,1,2,,NO CHARGES,
16182666,1,3,,NO CHARGES,
16182666,2,1,,NO CHARGES,
16182695,1,1,,UNSAFE LANE CHANGE,E16495659
