Crash_ID,Unit_Nbr,Prsn_Nbr,Charge_Cat_ID,Charge,Citation_Nbr
11827750,1,1,,NO CHARGES,
11827750,2,1,,NO CHARGES,
11832811,1,1,,DRIVING WHILE INTOXICATED,11-035
11832811,2,1,,NO CHARGES,
11832817,1,1,,NO CHARGES,
11832817,2,1,,NO CHARGES,
11845390,1,1,,NO CHARGES,
11845390,3,1,,NO CHARGES,
11846237,1,1,,RAN RED LIGHT,13652870
11846237,1,1,,NO INSURANCE,13652870
11846237,2,1,,NO CHARGES,
11846238,1,1,,NO CHARGES,
11846238,2,1,,DRIVING WHILE INTOXICATED,11-0020207
11846240,1,1,,FAILURE TO STOP RENDER AID,ARREST
11846240,2,1,,NO CHARGES,
11846240,2,2,,NO CHARGES,
11846240,3,1,,NO CHARGES,
11846240,3,2,,NO CHARGES,
11846241,1,1,,DWI-CLASS B,110020158
11846241,1,2,,NO CHARGES,
11846241,2,1,,NO CHARGES,
11846242,1,1,,NO CHARGES,
11846242,1,2,,NO CHARGES,
11846242,2,1,,NO CHARGES,
11846243,1,1,,NO CHARGES,
11846243,2,1,,NO CHARGES,
11846244,1,1,,NO CHARGES,
11846244,2,1,,NO CHARGES,
11846245,1,1,,FAIL TO YIELD RIGHT OF WAY - LEFT TURN,13545284
11846245,2,1,,NO CHARGES,
11846246,1,1,,NO CHARGES,
11846246,2,1,,NO CHARGES,
11846246,2,2,,NO CHARGES,
11846246,2,3,,NO CHARGES,
11846246,2,4,,NO CHARGES,
11846246,2,5,,NO CHARGES,
11846247,1,1,,FAIL TO CONTROL SPEED,
11846247,2,1,,NO CHARGES,
11846247,3,1,,NO CHARGES,
11846248,1,1,,NO CHARGES,
11846248,2,1,,NO CHARGES,
11846249,1,1,,NO CHARGES,
11846249,2,1,,NO CHARGES,
11846250,1,1,,NO CHARGES,
11846252,1,1,,NO CHARGES,
11846252,2,1,,NO CHARGES,
11846253,1,1,,NO CHARGES,
11846253,2,1,,NO CHARGES,
11846253,2,2,,NO CHARGES,
11846255,1,1,,FAIL TO MAINTAIN ASSURE CLEAR DISTANCE,13581227
11846255,2,1,,NO CHARGES,
11846258,1,1,,FTYROW-LEFT TURN,13624686
11846258,1,2,,NO CHARGES,
11846258,1,3,,NO CHARGES,
11846258,2,1,,NO CHARGES,
11846258,2,2,,NO CHARGES,
11846259,1,1,,RAN RED LIGHT,13429664
11846259,2,1,,NO CHARGES,
11846259,2,2,,NO CHARGES,
11846259,2,3,,NO CHARGES,
11846259,2,4,,NO CHARGES,
11846286,1,1,,FTMFR,13616873
11846286,1,1,,RAN RED LIGHT,13616873
11846286,1,2,,NO CHARGES,
11846286,1,3,,NO CHARGES,
11846286,2,1,,NO CHARGES,
11846288,1,1,,"FAILED TO YIELD RIGHT OF WAY, STOP SIGN",13584319
11846288,2,1,,NO DRIVER LICENSE,13584319
11846288,2,2,,NO CHARGES,
11846290,1,1,,NO CHARGES,
11846290,2,1,,FTMFR,13625260
11846292,1,1,,DWI,
11846296,1,1,,NO CHARGES,
11846296,2,1,,NO CHARGES,
11846298,1,1,,DWLI,CR044910
11846298,1,1,,FAIL TO YIELD ROW-LEFT TURN,13553090
11846298,1,2,,NO CHARGES,
11846298,2,1,,NO CHARGES,
11846298,2,2,,NO CHARGES,
11846300,1,1,,RAN RED LIGHT,13621934
11846300,2,1,,FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY,13621933
11846300,3,1,,NO CHARGES,
11846301,1,1,,NO CHARGES,
11846301,1,2,,NO CHARGES,
11846301,1,3,,NO CHARGES,
11846301,1,4,,NO CHARGES,
11846301,2,1,,NO CHARGES,
11846301,2,2,,NO CHARGES,
11846301,2,3,,NO CHARGES,
11846301,3,1,,NO CHARGES,
11846301,4,1,,NO CHARGES,
11846301,4,2,,NO CHARGES,
11846301,4,3,,NO CHARGES,
11846301,4,4,,NO CHARGES,
11846301,4,5,,NO CHARGES,
11846302,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,13625251
11846302,2,1,,NO CHARGES,
11846302,3,1,,NO CHARGES,
11846305,1,1,,NO CHARGES,
11846306,1,1,,NO CHARGES,
11846306,2,1,,NO CHARGES,
11846308,1,1,,NO CHARGES,
11846308,1,2,,NO CHARGES,
11846308,1,3,,NO CHARGES,
11846308,2,1,,NO CHARGES,
11846309,1,1,,D.W.L.I.,13585894
11846309,1,1,,FAIL TO YIELD RIGHT OF WAY FROM PRIVATE DRIVE,13585894
11846309,1,1,,UNRESTRAINED CHILD UNDER 8,13585894
11846309,1,2,,NO CHARGES,
11846309,1,3,,NO CHARGES,
11846309,2,1,,NO CHARGES,
11846310,1,1,,DWI-ARRESTED,
11846310,1,2,,NO CHARGES,
11846310,2,1,,NO CHARGES,
11846310,2,2,,NO CHARGES,
11846312,1,1,,DRIVING WHILE INTOXICATED,110011036
11846312,2,1,,NO CHARGES,
11846312,2,2,,NO CHARGES,
11846312,2,3,,NO CHARGES,
11846313,1,1,,NO CHARGES,
11846314,1,1,,RAN RED LIGHT,13625849
11846314,2,1,,NO CHARGES,
11846314,2,2,,NO CHARGES,
11846315,1,1,,DWI,
11846317,1,1,,UNSAFE MOVEMENT RIGHT,13622691
11846317,2,1,,NO CHARGES,
11846318,1,1,,UNSAFE MOVEMENT (RIGHT-LANE CHANGE,13618778
11846318,2,1,,NO DL,13618779
11846319,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,13618036
11846319,1,2,,NO CHARGES,
11846319,2,1,,NO CHARGES,
11846319,2,2,,NO CHARGES,
11846320,1,1,,DWI,
11846320,1,2,,NO CHARGES,
11846836,1,1,,UNSAFE MOVEMENT (RIGHT),13639247-A
11846836,2,1,,NO CHARGES,
11846839,1,1,,NO CHARGES,
11846840,1,1,,NO CHARGES,
11846840,2,1,,NO CHARGES,
11846841,1,1,,RAN STOP SIGN,13586363
11846841,1,1,,FTMFR,1358G363
11846841,2,1,,NO CHARGES,
11846842,1,1,,FAILURE TO MAINTAIN AN ASSURED CLEAR AND SAFE DISTANCE,13569071
11846842,1,1,,NO DRIVER'S LICENSE,13569071
11846842,2,1,,NO CHARGES,
11846843,1,1,,FAIL TO YIELD RIGHT OF WAY-STOP SIGN,13626382
11846843,1,2,,NO CHARGES,
11846843,2,1,,NO CHARGES,
11846844,1,1,,NO CHARGES,
11846844,2,1,,FTMFR,13653790
11846844,2,2,,NO CHARGES,
11846844,2,3,,NO CHARGES,
11846844,2,4,,NO CHARGES,
11846844,2,5,,NO CHARGES,
11846845,1,1,,NO CHARGES,
11846845,2,1,,NO CHARGES,
11846845,2,2,,NO CHARGES,
11846845,2,3,,NO CHARGES,
11846845,3,1,,NO CHARGES,
11846846,1,1,,NO CHARGES,
11846846,2,1,,NO CHARGES,
11846846,2,2,,NO CHARGES,
11846847,1,1,,FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY,13627145
11846847,1,1,,NO DRIVER'S LICENSE,13627145
11846847,1,1,,FAIL TO KEEP ASSURED CLEAR DISTANCE,13627145
11846847,2,1,,NO CHARGES,
11846847,3,1,,NO CHARGES,
11846847,3,2,,NO CHARGES,
11846847,3,3,,NO CHARGES,
11846849,1,1,,NO CHARGES,
11846849,1,2,,NO CHARGES,
11846850,1,1,,NO CHARGES,
11846851,1,1,,NO CHARGES,
11846851,1,2,,NO CHARGES,
11846851,3,1,,NO CHARGES,
11846851,3,2,,NO CHARGES,
11846852,1,1,,NO CHARGES,
11846852,2,1,,NO CHARGES,
11846853,1,1,,FAIL TO YIELD RIGHT OF WAY-TURNING LEFT,13611519
11846853,1,2,,NO CHARGES,
11846853,1,3,,NO CHARGES,
11846853,1,4,,NO CHARGES,
11846853,2,1,,NO CHARGES,
11846855,1,1,,NO DRIVERS LICENSE,13640083
11846855,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,13640083
11846855,2,1,,NO CHARGES,
11846856,1,1,,NO CHARGES,
11846857,1,1,,NO CHARGES,
11846857,1,2,,NO CHARGES,
11846857,1,3,,NO CHARGES,
11846857,2,1,,NO CHARGES,
11846859,1,1,,NO CHARGES,
11846860,1,1,,DWI,
11846860,2,1,,NO CHARGES,
11846861,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,13553874
11846861,2,1,,NO CHARGES,
11846862,1,1,,DWI,
11846863,1,1,,NO CHARGES,
11846864,1,1,,RAN RED LIGHT,13623648
11846864,2,1,,NO CHARGES,
11846865,1,1,,NO CHARGES,
11846865,1,2,,NO CHARGES,
11846866,1,1,,RAN RED LIGHT,13653070
11846866,2,1,,NO CHARGES,
11846867,1,1,,NO CHARGES,
11846867,2,1,,NO CHARGES,
11846867,2,2,,NO CHARGES,
11846867,2,3,,NO CHARGES,
11846868,1,1,,NO CHARGES,
11846868,1,2,,NO CHARGES,
11846868,1,3,,NO CHARGES,
11846869,1,1,,NO CHARGES,
11846869,1,2,,NO CHARGES,
11846869,2,1,,NO CHARGES,
11846869,2,2,,NO CHARGES,
11846870,1,1,,RAN RED LIGHT,13639132
11846870,2,1,,NO CHARGES,
11846871,1,1,,D.W.I.,110030162
11846872,1,1,,FTYROW-LEFT TURN,13629971
11846872,2,1,,NO CHARGES,
11846872,2,2,,NO CHARGES,
11846873,1,1,,FAILURE TO YIELD RIGHT OF WAY-STOP SIGN,13630471
11846873,2,1,,NO CHARGES,
11846873,2,2,,NO CHARGES,
11846873,3,1,,NO CHARGES,
11846873,3,2,,NO CHARGES,
11846875,1,1,,RAN RED LIGHT,13537173
11846875,1,1,,DUI MINOR,13480030
11846875,2,1,,FAI TO MAINTAIN FINANCIAL RESPONSIBILITY,13537172
11846875,2,2,,NO CHARGES,
11846877,1,1,,DRIVING WHILE LICENSE INVALID,11-0021252
11846877,2,1,,NO CHARGES,
11847189,1,1,,FTYROW-L TURN @ INTERSECTION,13553873
11847189,2,1,,NO CHARGES,
11847190,1,1,,FAIL TO YIELD RIGHT OF WAY-LEFT TURN,13577115
11847190,3,1,,NO CHARGES,
11847205,1,1,,NO CHARGES,
11847205,1,2,,NO CHARGES,
11847205,1,3,,NO CHARGES,
11847205,2,1,,NO CHARGES,
11847205,3,1,,NO CHARGES,
11847208,1,1,,NO CHARGES,
11847208,1,2,,NO CHARGES,
11847208,2,1,,NO CHARGES,
11847208,2,2,,NO CHARGES,
11854915,1,1,,NO CHARGES,
11854915,1,2,,NO CHARGES,
11854915,1,3,,NO CHARGES,
11854915,2,1,,NO CHARGES,
11854915,3,1,,NO CHARGES,
11856490,1,1,,EXP REG 10/10,C2209423
11856490,1,1,,UNSAFE LN CHANGE,C2209423
11856490,2,1,,NO CHARGES,
11857911,1,1,,UNSAFE SPEED (TOO FAST FOR SHARP CURVE),L785218
11858220,1,1,,NO CHARGES,
11858220,2,1,,NO CHARGES,
11860480,1,1,,NO CHARGES,
11860480,2,1,,NO CHARGES,
11860716,1,1,,RAN RED LIGHT,13553877
11860716,2,1,,NO CHARGES,
11860717,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,13605883
11860717,2,1,,NO CHARGES,
11860717,3,1,,NO CHARGES,
11860718,1,1,,NO CHARGES,
11860718,1,2,,NO CHARGES,
11860719,1,1,,FAIL TO YIELD LEFT TURN INTERSECTION,13580300
11860719,1,2,,NO CHARGES,
11860719,2,1,,NO CHARGES,
11860720,1,1,,DRIVING WHILE INTOXICATED,110061762
11860720,1,1,,POSSESSION OF MARIJUANA,110061762
11860720,2,1,,NO CHARGES,
11860721,1,1,,NO CHARGES,
11860721,2,1,,NO CHARGES,
11860721,3,1,,NO CHARGES,
11860722,1,1,,UNSAFE MOVEMENT LEFT,13616108
11860722,1,2,,NO CHARGES,
11860722,2,1,,NO CHARGES,
11860723,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,13627771
11860723,2,1,,NO DRIVERS LICENSE,13627770
11860723,3,1,,NO CHARGES,
11860726,1,1,,FAIL TO YIELD RIGHT OF WAY-LEFT TURN,13653671
11860726,2,1,,NO CHARGES,
11860726,2,2,,NO CHARGES,
11860726,2,3,,NO CHARGES,
11860726,2,4,,NO CHARGES,
11860727,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,1365329B
11860727,2,1,,NO CHARGES,
11860727,2,2,,NO CHARGES,
11860730,1,1,,NO CHARGES,
11860731,1,1,,DRIVING WHILE INTOXICATED,11-0062138
11860731,2,1,,NO CHARGES,
11860731,2,2,,NO CHARGES,
11860732,1,1,,NO CHARGES,
11860733,1,1,,FTYROW-PEDESTRIAN IN CROSSWALK,13614840
11860733,2,1,,NO CHARGES,
11860734,1,1,,NO CHARGES,
11860734,2,1,,NO CHARGES,
11860735,1,1,,NO CHARGES,
11860735,1,2,,NO CHARGES,
11860735,2,1,,NO CHARGES,
11860736,1,1,,NO CHARGES,
11860736,2,1,,NO CHARGES,
11860736,2,2,,NO CHARGES,
11860736,2,3,,NO CHARGES,
11860737,1,1,,NO CHARGES,
11860737,1,2,,NO CHARGES,
11860737,2,1,,NO CHARGES,
11860737,2,2,,NO CHARGES,
11860737,3,1,,NO CHARGES,
11860738,1,1,,NO CHARGES,
11860739,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,13652696
11860739,1,2,,NO CHARGES,
11860739,2,1,,NO CHARGES,
11860740,1,1,,NO CHARGES,
11860740,2,1,,NO CHARGES,
11860740,2,2,,NO CHARGES,
11860741,1,1,,RAN RED LIGHT,13627117
11860741,2,1,,NO CHARGES,
11860741,2,2,,NO CHARGES,
11860741,2,3,,NO CHARGES,
11860741,3,1,,NO CHARGES,
11860742,1,1,,NO CHARGES,
11860743,1,1,,FAILURE TO YIELD R.O.W. FROM PRIVATE DRIVE,13626383
11860743,2,1,,NO CHARGES,
11860745,1,1,,NO CHARGES,
11860745,2,1,,NO CHARGES,
11860746,1,1,,NO CHARGES,
11860746,2,1,,NO CHARGES,
11860747,1,1,,FAIL TO MAINTAIN ASSURED AND CLEAR DISTANCE,13584009
11860747,2,1,,NO CHARGES,
11860747,3,1,,NO CHARGES,
11860748,1,1,,NO CHARGES,
11860748,1,2,,NO CHARGES,
11860748,2,1,,NO CHARGES,
11860748,2,2,,NO CHARGES,
11860750,1,1,,FAILED TO MAINTAIN AN ASSURED CLEAR DISTANCE,13594471
11860750,2,1,,NO DRIVERS LICENSE,13594473
11860750,3,1,,EXPIRED INSPECTION CERTIFICATE(01/2009),13594472
11860750,4,1,,NO CHARGES,
11860755,1,1,,NO CHARGES,
11860755,2,1,,NO CHARGES,
11860757,1,1,,NO CHARGES,
11860757,2,1,,NO CHARGES,
11860759,1,1,,UNRESTRAINED CHILD X 2,13615596
11860759,1,1,,NO D.L.,13615596
11860759,1,1,,FTMFR,13615596
11860759,1,1,,FAIL TO YIELD R-O-W,13615596
11860759,1,2,,NO CHARGES,
11860759,1,3,,NO CHARGES,
11860759,1,4,,NO CHARGES,
11860759,1,5,,NO CHARGES,
11860759,1,6,,NO CHARGES,
11860759,2,1,,NO CHARGES,
11860763,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,13625817
11860763,2,1,,NO CHARGES,
11860766,1,1,,NO CHARGES,
11860766,1,2,,NO CHARGES,
11860766,1,3,,NO CHARGES,
11860766,1,4,,NO CHARGES,
11860767,1,1,,NO CHARGES,
11860770,1,1,,NO CHARGES,
11860770,1,2,,NO CHARGES,
11860770,2,1,,NO CHARGES,
11860783,1,1,,INTOXICATION ASSAULT,
11860783,1,2,,NO CHARGES,
11860783,1,3,,NO CHARGES,
11860783,1,4,,NO CHARGES,
11860785,1,1,,DRIVING WHILE INTOXICATED,110080129
11860787,1,1,,NO CHARGES,
11860787,2,1,,NO CHARGES,
11860788,1,1,,NO CHARGES,
11860788,2,1,,NO CHARGES,
11860789,1,1,,NO CHARGES,
11860790,1,1,,NO CHARGES,
11860790,2,1,,NO CHARGES,
11860792,1,1,,NO CHARGES,
11860793,1,1,,FAIL TO YIELD RIGHT OF WAY (FROM PRIVATE DRIVEWAY),13510210
11860793,2,1,,NO CHARGES,
11860794,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,13-627530
11860794,2,1,,NO CHARGES,
11860795,1,1,,DWI,101150037
11860795,2,1,,NO CHARGES,
11860796,1,1,,FAIL MAINTAIN ASSURED CLEAR DISTANCE,13639692
11860796,2,1,,NO CHARGES,
11860796,2,2,,NO CHARGES,
11860797,1,1,,NO CHARGES,
11860798,1,1,,NO CHARGES,
11860799,1,1,,FAILURE TO MAINTAIN ASSURED CLEARED DISTANCE,13641634
11860799,1,2,,NO CHARGES,
11860799,2,1,,NO CHARGES,
11860799,2,2,,NO CHARGES,
11860802,1,1,,NO CHARGES,
11860802,2,1,,NO CHARGES,
11860803,1,1,,NO CHARGES,
11860804,1,1,,NO CHARGES,
11860807,1,1,,NO CHARGES,
11860808,1,1,,NO CHARGES,
11860808,1,2,,NO CHARGES,
11860809,1,1,,NO CHARGES,
11860810,1,1,,NO CHARGES,
11860811,1,1,,NO CHARGES,
11860811,1,2,,NO CHARGES,
