Crash_ID,Unit_Nbr,Prsn_Nbr,Prsn_Type_ID,Prsn_Occpnt_Pos_ID,Prsn_Injry_Sev_ID,Prsn_Age,Prsn_Ethnicity_ID,Prsn_Gndr_ID,Prsn_Ejct_ID,Prsn_Rest_ID,Prsn_Airbag_ID,Prsn_Helmet_ID,Prsn_Sol_Fl,Prsn_Alc_Spec_Type_ID,Prsn_Alc_Rslt_ID,Prsn_Bac_Test_Rslt,Prsn_Drg_Spec_Type_ID,Prsn_Drg_Rslt_ID,Prsn_Death_Time,Sus_Serious_Injry_Cnt,Nonincap_Injry_Cnt,Poss_Injry_Cnt,Non_Injry_Cnt,Unkn_Injry_Cnt,Tot_Injry_Cnt,Death_Cnt
11846240,2,2,2,3,3,60,3,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11846240,3,2,2,3,5,24,3,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846241,1,2,2,3,5,22,3,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846242,1,2,2,3,5,43,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846246,2,2,2,3,3,32,3,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11846246,2,3,2,4,3,11,3,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11846246,2,4,2,5,3,2,3,2,1,4,2,97,N,,,,,,,0,0,1,0,0,1,0
11846246,2,5,2,6,3,1,3,1,1,4,2,97,N,,,,,,,0,0,1,0,0,1,0
11846253,2,2,2,3,5,24,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846258,1,2,2,3,5,54,3,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846258,1,3,2,4,5,3,3,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846258,2,2,2,3,3,53,2,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11846259,2,2,2,3,5,28,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846259,2,3,2,12,5,32,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846259,2,4,2,12,5,29,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846286,1,2,2,6,5,8,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846286,1,3,2,5,5,4,2,2,1,7,2,97,N,,,,,,,0,0,0,1,0,0,0
11846288,2,2,2,3,3,11,2,1,1,1,3,97,N,,,,,,,0,0,1,0,0,1,0
11846298,1,2,2,3,5,14,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846298,2,2,2,3,5,53,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846301,1,2,2,3,5,34,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846301,1,3,2,6,5,4,1,2,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
11846301,1,4,2,4,5,1,1,1,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
11846301,2,2,2,3,5,20,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846301,2,3,2,6,5,16,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846301,4,2,2,3,5,42,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846301,4,3,2,6,5,12,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846301,4,4,2,4,5,15,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846301,4,5,2,7,5,8,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846308,1,2,2,12,3,0,4,1,1,10,2,97,N,,,,,,,0,0,1,0,0,1,0
11846308,1,3,2,12,3,5,4,2,1,10,2,97,N,,,,,,,0,0,1,0,0,1,0
11846309,1,2,2,3,2,34,1,2,1,1,2,97,N,,,,,,,0,1,0,0,0,1,0
11846309,1,3,2,6,2,5,1,2,1,1,2,97,N,,,,,,,0,1,0,0,0,1,0
11846310,1,2,2,3,5,26,3,2,1,1,3,97,N,,,,,,,0,0,0,1,0,0,0
11846310,2,2,2,3,5,40,3,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846312,2,2,2,3,5,28,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846312,2,3,2,6,2,28,1,2,1,1,2,97,N,,,,,,,0,1,0,0,0,1,0
11846314,2,2,2,3,2,9,2,2,1,1,8,97,N,,,,,,,0,1,0,0,0,1,0
11846319,1,2,2,3,5,15,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846319,2,2,2,3,3,63,1,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11846320,1,2,2,3,3,20,2,2,1,1,3,97,N,,,,,,,0,0,1,0,0,1,0
11846843,1,2,6,4,2,51,1,2,4,11,1,3,N,,,,,,,0,1,0,0,0,1,0
11846844,2,2,2,3,5,25,2,1,1,1,0,97,N,,,,,,,0,0,0,1,0,0,0
11846844,2,3,2,4,5,8,2,1,1,1,0,97,N,,,,,,,0,0,0,1,0,0,0
11846844,2,4,2,6,2,7,2,1,1,1,0,97,N,,,,,,,0,1,0,0,0,1,0
11846844,2,5,2,5,5,5,2,2,1,1,0,97,N,,,,,,,0,0,0,1,0,0,0
11846845,2,2,2,4,3,20,3,2,1,1,1,97,N,,,,,,,0,0,1,0,0,1,0
11846845,2,3,2,6,0,0,3,2,1,6,1,97,N,,,,,,,0,0,0,0,1,0,0
11846846,2,2,2,3,5,28,3,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846847,3,2,2,3,5,62,4,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846847,3,3,2,5,5,3,4,2,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
11846849,1,2,2,3,5,28,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846851,1,2,2,3,5,22,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846851,3,2,2,3,5,73,4,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846853,1,2,2,3,3,52,1,1,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11846853,1,3,2,4,5,21,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846853,1,4,2,6,5,21,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846857,1,2,2,2,2,2,2,1,1,3,2,97,N,,,,,,,0,1,0,0,0,1,0
11846857,1,3,2,3,2,21,2,2,1,1,2,97,N,,,,,,,0,1,0,0,0,1,0
11846865,1,2,2,5,5,0,3,2,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
11846867,2,2,2,2,3,64,1,1,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11846867,2,3,2,3,3,47,1,1,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11846868,1,2,2,3,3,20,2,2,1,1,3,97,N,,,,,,,0,0,1,0,0,1,0
11846868,1,3,2,6,3,23,2,2,1,8,3,97,N,,,,,,,0,0,1,0,0,1,0
11846869,1,2,2,3,2,19,2,2,1,1,3,97,N,,,,,,,0,1,0,0,0,1,0
11846869,2,2,2,3,2,19,2,2,1,1,2,97,N,,,,,,,0,1,0,0,0,1,0
11846872,2,2,2,3,5,30,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846873,2,2,2,3,5,27,1,2,1,1,4,97,N,,,,,,,0,0,0,1,0,0,0
11846873,3,2,2,3,5,21,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11846875,2,2,2,3,5,23,3,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11847205,1,2,2,3,5,17,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11847205,1,3,2,6,5,15,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11847208,1,2,2,3,0,,1,2,1,10,2,97,N,,,,,,,0,0,0,0,1,0,0
11847208,2,2,2,14,5,61,2,1,1,8,1,97,N,,,,,,,0,0,0,1,0,0,0
11854915,1,2,2,4,5,4,2,2,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
11854915,1,3,2,6,5,1,2,2,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
11860718,1,2,2,3,2,19,1,2,1,1,3,97,N,,,,,,,0,1,0,0,0,1,0
11860719,1,2,2,3,3,53,1,1,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11860722,1,2,2,3,5,23,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860726,2,2,2,3,2,20,2,1,1,1,2,97,N,,,,,,,0,1,0,0,0,1,0
11860726,2,3,2,4,3,0,2,2,1,5,2,97,N,,,,,,,0,0,1,0,0,1,0
11860726,2,4,2,6,2,25,2,2,1,1,2,97,N,,,,,,,0,1,0,0,0,1,0
11860727,2,2,2,3,5,31,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860731,2,2,2,3,5,21,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860735,1,2,2,3,5,20,1,1,1,1,3,97,N,,,,,,,0,0,0,1,0,0,0
11860736,2,2,2,6,5,22,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860736,2,3,2,4,5,21,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860737,1,2,2,3,2,57,2,2,1,1,3,97,N,,,,,,,0,1,0,0,0,1,0
11860737,2,2,2,3,3,80,1,2,1,1,3,97,N,,,,,,,0,0,1,0,0,1,0
11860739,1,2,2,3,3,52,1,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11860740,2,2,2,3,5,76,5,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860741,2,2,2,3,2,48,1,2,1,1,2,97,N,,,,,,,0,1,0,0,0,1,0
11860741,2,3,2,6,2,39,1,1,1,1,2,97,N,,,,,,,0,1,0,0,0,1,0
11860748,1,2,2,3,3,51,3,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11860748,2,2,2,3,5,53,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860759,1,2,2,3,3,11,2,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11860759,1,3,2,4,3,8,2,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11860759,1,4,2,5,3,7,2,2,1,8,2,97,N,,,,,,,0,0,1,0,0,1,0
11860759,1,5,2,12,3,6,2,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11860759,1,6,2,12,3,5,2,1,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11860766,1,2,2,3,5,29,2,1,1,1,3,97,N,,,,,,,0,0,0,1,0,0,0
11860766,1,3,2,4,5,6,2,1,1,1,1,97,N,,,,,,,0,0,0,1,0,0,0
11860766,1,4,2,6,5,2,2,1,1,1,1,97,N,,,,,,,0,0,0,1,0,0,0
11860770,1,2,2,3,5,30,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860783,1,2,2,3,3,18,2,1,1,1,1,97,N,,,,,,,0,0,1,0,0,1,0
11860783,1,3,2,4,3,16,2,1,1,1,1,97,N,,,,,,,0,0,1,0,0,1,0
11860783,1,4,2,6,2,16,2,1,1,1,1,97,N,,,,,,,0,1,0,0,0,1,0
11860796,2,2,2,4,5,5,3,2,1,7,1,97,N,,,,,,,0,0,0,1,0,0,0
11860799,1,2,2,3,5,17,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860799,2,2,2,3,5,23,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860808,1,2,2,3,2,31,1,2,1,1,2,97,N,,,,,,,0,1,0,0,0,1,0
11860811,1,2,2,3,2,21,3,2,1,1,3,97,N,,,,,,,0,1,0,0,0,1,0
11860817,2,2,2,3,3,24,1,1,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11860817,2,3,2,4,5,27,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860817,2,4,2,6,3,26,1,1,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11860819,1,2,2,6,5,23,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860819,1,3,2,3,5,23,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860835,1,2,2,3,0,18,1,2,1,1,2,97,N,,,,,,,0,0,0,0,1,0,0
11860839,1,2,2,3,3,13,1,2,1,1,3,97,N,,,,,,,0,0,1,0,0,1,0
11860839,1,3,2,4,3,5,1,1,1,1,1,97,N,,,,,,,0,0,1,0,0,1,0
11860839,1,4,2,6,3,9,1,1,1,1,1,97,N,,,,,,,0,0,1,0,0,1,0
11860844,3,2,2,3,2,69,1,2,1,1,2,97,N,,,,,,,0,1,0,0,0,1,0
11860846,1,2,2,3,5,27,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860856,2,2,2,4,3,72,1,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11860856,2,3,2,3,2,53,1,2,1,1,2,97,N,,,,,,,0,1,0,0,0,1,0
11860857,1,2,2,3,5,23,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860857,1,3,2,4,5,3,2,2,1,5,1,97,N,,,,,,,0,0,0,1,0,0,0
11860857,2,2,2,3,5,21,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860857,2,3,2,6,5,26,1,1,1,1,1,97,N,,,,,,,0,0,0,1,0,0,0
11860857,2,4,2,4,5,25,4,1,1,1,1,97,N,,,,,,,0,0,0,1,0,0,0
11860858,2,2,2,4,5,5,2,1,1,4,0,97,N,,,,,,,0,0,0,1,0,0,0
11860858,2,3,2,5,5,6,2,1,1,1,0,97,N,,,,,,,0,0,0,1,0,0,0
11860859,1,2,2,3,5,30,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860859,2,2,2,3,5,27,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860860,1,2,2,4,5,13,2,2,1,1,1,97,N,,,,,,,0,0,0,1,0,0,0
11860860,1,3,2,6,5,6,2,2,1,1,1,97,N,,,,,,,0,0,0,1,0,0,0
11860862,1,2,2,3,5,28,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860870,3,2,2,3,5,45,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860871,1,2,2,3,5,46,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860872,1,2,2,3,3,59,2,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11860872,1,3,2,6,5,19,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860872,2,2,2,3,5,18,2,2,1,1,3,97,N,,,,,,,0,0,0,1,0,0,0
11860874,3,2,2,5,5,48,1,2,4,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860879,2,2,2,3,5,31,3,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860879,2,3,2,6,3,10,3,1,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11860881,1,2,2,6,5,6,1,1,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
11860900,2,2,2,3,5,27,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860911,1,2,2,3,2,21,2,2,1,1,3,97,N,,,,,,,0,1,0,0,0,1,0
11860911,1,3,2,4,2,27,2,1,1,1,1,97,N,,,,,,,0,1,0,0,0,1,0
11860911,1,4,2,6,2,23,2,1,1,1,1,97,N,,,,,,,0,1,0,0,0,1,0
11860912,2,2,2,6,5,17,1,1,4,10,2,97,N,,,,,,,0,0,0,1,0,0,0
11860912,2,3,2,4,5,15,1,2,4,10,2,97,N,,,,,,,0,0,0,1,0,0,0
11860916,1,2,2,6,5,1,1,1,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
11860916,2,2,2,3,0,23,3,1,1,1,2,97,N,,,,,,,0,0,0,0,1,0,0
11860920,2,2,2,3,5,14,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860920,2,3,2,6,5,14,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860921,1,2,2,12,0,,2,1,1,10,2,97,N,,,,,,,0,0,0,0,1,0,0
11860922,1,2,2,3,5,67,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860923,1,2,2,3,5,22,3,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860923,2,2,2,6,3,72,4,2,1,1,1,97,N,,,,,,,0,0,1,0,0,1,0
11860923,2,3,2,5,5,1,4,2,1,5,1,97,N,,,,,,,0,0,0,1,0,0,0
11860924,1,2,2,3,5,34,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860924,1,3,2,5,5,9,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860926,1,2,2,3,3,22,1,2,1,1,3,97,N,,,,,,,0,0,1,0,0,1,0
11860932,2,2,2,3,5,10,1,2,1,1,1,97,N,,,,,,,0,0,0,1,0,0,0
11860932,2,3,2,5,5,8,1,1,1,1,1,97,N,,,,,,,0,0,0,1,0,0,0
11860934,2,2,2,3,5,29,1,2,1,1,3,97,N,,,,,,,0,0,0,1,0,0,0
