Crash_ID,Unit_Nbr,Prsn_Nbr,Charge_Cat_ID,Charge,Citation_Nbr
15519211,1,1,,NO CHARGES,
15519211,2,1,,NO CHARGES,
15519211,2,2,,NO CHARGES,
15519294,1,1,,DWLI CLASS B,170010187
15519294,1,1,,POSS MARIJUANA < 2OZ,170010187
15519294,1,1,,DWI,170010187
15519295,1,1,,NO CHARGES,
15519296,1,1,,NO CHARGES,
15519298,1,1,,AMC UNSAFE MOVEMENT LEFT/RIGHT,E16215183
15519298,1,2,,NO CHARGES,
15519298,1,3,,NO CHARGES,
15519298,1,4,,NO CHARGES,
15519298,1,5,,NO CHARGES,
15519298,1,6,,NO CHARGES,
15519298,1,7,,NO CHARGES,
15519298,2,1,,DWI,170010419
15519299,1,1,,NO CHARGES,
15519300,1,1,,DWI,BOOKED IN
15519300,1,2,,NO CHARGES,
15519300,2,1,,NO CHARGES,
15519300,2,2,,NO CHARGES,
15519300,2,3,,NO CHARGES,
15519301,1,1,,DWI,BOOKED IN
15519301,2,1,,NO CHARGES,
15519301,2,2,,NO CHARGES,
15519301,2,3,,NO CHARGES,
15519302,1,1,,DRIVING WHILE INTOXICATED,170010785
15519302,2,1,,NO CHARGES,
15519302,2,2,,NO CHARGES,
15519304,1,1,,NO CHARGES,
15519343,1,1,,NO CHARGES,
15519343,1,2,,NO CHARGES,
15519344,1,1,,DWI,
15519344,1,2,,NO CHARGES,
15519345,1,1,,NO CHARGES,
15519345,1,2,,NO CHARGES,
15519345,2,1,,NO CHARGES,
15519345,2,2,,NO CHARGES,
15519346,1,1,,RAN RED LIGHT,E16151574
15519346,2,1,,NO CHARGES,
15519346,3,1,,NO CHARGES,
15519347,1,1,,NO CHARGES,
15519347,1,2,,NO CHARGES,
15519347,2,1,,NO CHARGES,
15519347,2,2,,NO CHARGES,
15519347,3,1,,NO CHARGES,
15519347,4,1,,NO CHARGES,
15519348,1,1,,DWI,
15519349,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,E16080637
15519349,2,1,,NO CHARGES,
15519350,1,1,,RAN STOP SIGN,E16235537
15519350,2,1,,NO CHARGES,
15519350,2,2,,NO CHARGES,
15519351,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE - COLLISION,E16081182
15519351,1,2,,NO CHARGES,
15519351,2,1,,NO CHARGES,
15519352,1,1,,NO CHARGES,
15519353,1,1,,DWI W/ PRIOR CONVICTION,
15519353,2,1,,NO CHARGES,
15519353,2,2,,NO CHARGES,
15519354,1,1,,RAN RED LIGHT,E16116537
15519354,1,2,,NO CHARGES,
15519354,1,3,,NO CHARGES,
15519354,1,4,,NO CHARGES,
15519354,2,1,,NO CHARGES,
15519354,2,2,,NO CHARGES,
15519355,1,1,,DRIVING WHILE INTOXICATED,170012316
15519355,2,1,,NO CHARGES,
15519356,1,1,,LEAVING THE SCENE DAMAGE LESS THAN 200,ARRESTED
15519356,2,1,,NO CHARGES,
15519356,2,2,,NO CHARGES,
15519356,3,1,,NO CHARGES,
15519357,2,1,,NO CHARGES,
15519358,1,1,,NO CHARGES,
15519359,1,1,,NO CHARGES,
15519359,1,2,,NO CHARGES,
15519359,2,1,,NO CHARGES,
15519360,1,1,,NO CHARGES,
15519360,2,1,,NO CHARGES,
15519360,2,2,,NO CHARGES,
15519361,1,1,,NO CHARGES,
15519362,1,1,,NO CHARGES,
15519362,2,1,,"PI; RESISTING ARREST, POM",
15519363,1,1,,NO CHARGES,
15519363,1,2,,NO CHARGES,
15519363,2,1,,NO CHARGES,
15519363,2,2,,NO CHARGES,
15519363,2,3,,NO CHARGES,
15519363,2,4,,NO CHARGES,
15519364,1,1,,NO CHARGES,
15519365,1,1,,NO CHARGES,
15519365,2,1,,NO CHARGES,
15519365,2,2,,NO CHARGES,
15519365,3,1,,NO CHARGES,
15519367,1,1,,UNSAFE LANE CHANGE,TX4SJ69DGDBI
15519367,3,1,,NO CHARGES,
15519368,1,1,,NO CHARGES,
15519368,1,2,,NO CHARGES,
15519410,1,1,,FTMACD,14157707
