Crash_ID,Unit_Nbr,Unit_Desc_ID,Veh_Parked_Fl,Veh_HNR_Fl,Veh_Lic_State_ID,VIN,Veh_Mod_Year,Veh_Color_ID,Veh_Make_ID,Veh_Mod_ID,Veh_Body_Styl_ID,Emer_Respndr_Fl,Ownr_Zip,Fin_Resp_Proof_ID,Fin_Resp_Type_ID,Veh_Dmag_Area_1_ID,Veh_Dmag_Scl_1_ID,Force_Dir_1_ID,Veh_Dmag_Area_2_ID,Veh_Dmag_Scl_2_ID,Force_Dir_2_ID,Veh_Inventoried_Fl,Veh_Transp_Name,Veh_Transp_Dest,Veh_Cmv_Fl,Cmv_Fiveton_Fl,Cmv_Hazmat_Fl,Cmv_Nine_Plus_Pass_Fl,Cmv_Veh_Oper_ID,Cmv_Carrier_ID_Type_ID,Cmv_Carrier_Zip,Cmv_Veh_Type_ID,Cmv_GVWR,Cmv_RGVW,Cmv_Hazmat_Rel_Fl,Hazmat_Cls_1_ID,Hazmat_IDNbr_1_ID,Hazmat_Cls_2_ID,Hazmat_IDNbr_2_ID,Cmv_Cargo_Body_ID,Cmv_Evnt1_ID,Cmv_Evnt2_ID,Cmv_Evnt3_ID,Cmv_Evnt4_ID,Cmv_Tot_Axle,Cmv_Tot_Tire,Contrib_Factr_1_ID,Contrib_Factr_2_ID,Contrib_Factr_3_ID,Contrib_Factr_P1_ID,Contrib_Factr_P2_ID,Veh_Dfct_1_ID,Veh_Dfct_2_ID,Veh_Dfct_3_ID,Veh_Dfct_P1_ID,Veh_Dfct_P2_ID,Veh_Trvl_Dir_ID,First_Harm_Evt_Inv_ID,Sus_Serious_Injry_Cnt,Nonincap_Injry_Cnt,Poss_Injry_Cnt,Non_Injry_Cnt,Unkn_Injry_Cnt,Tot_Injry_Cnt,Death_Cnt,Cmv_Disabling_Damage_Fl,Cmv_Bus_Type_ID,Trlr_GVWR,Trlr_RGVW,Trlr_Type_ID,Trlr_Disabling_Dmag_ID,Cmv_Intermodal_Container_Permit_Fl,CMV_Actual_Gross_Weight
16826430,1,1,N,Y,43,3TMJU4GN6AM097690,2010,3,91,629,100,N,78753,1,1,2,3,12,6,2,6,Y,ROCHAS TOWING SERVICE,ROCHAS TOWING SERVICE,N,,,,,,,,,,,,,,,,,,,,,,20,23,,,,,,,,,1,1,0,0,0,0,1,0,0,,,,,,,,
16826430,2,1,N,N,43,1HGCG1650YA038496,2000,10,44,236,104,N,78744,2,,12,2,3,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,2,0,1,0,3,0,1,0,,,,,,,,
16826430,3,1,N,N,43,5YFBURHE6JP853415,2018,2,91,173,104,N,78521,1,1,2,2,12,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,2,0,0,0,1,0,0,0,,,,,,,,
16826641,1,1,N,N,43,KNAFK4A6XF5261644,2015,17,55,1093,104,N,78634,1,2,3,2,9,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,7,1,0,0,0,1,0,0,0,,,,,,,,
16826889,1,1,N,N,43,4T1BE46K49U356334,2009,2,91,380,104,N,78640,1,2,2,2,12,,,,Y,AUS-TEX AUTO ENTERPRISES LLC,AUS-TEX AUTO ENTERPRISES LLC,N,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,7,1,0,0,0,1,0,0,0,,,,,,,,
16827158,1,1,N,N,43,JTEDS42A992087483,2009,9,91,721,104,N,78703,1,1,2,3,12,,,,N,620 LAKESIDE TOWING,620 LAKESIDE TOWING,N,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,2,1,0,0,0,1,0,0,0,,,,,,,,
16827158,2,1,N,N,43,1N4AL3AP5EN373480,2014,16,71,500,104,N,78728,1,1,10,3,3,,,,N,EZ AUTO AND TOWING SERVICE,EZ AUTO AND TOWING SERVICE,N,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,4,1,0,0,0,1,0,0,0,,,,,,,,
16827741,1,1,N,N,43,KMHGC4DD7DU258245,2013,9,45,1107,104,N,78731,1,1,10,2,3,,,,N,620 LAKESIDE TOWING,620 LAKESIDE TOWING,N,,,,,,,,,,,,,,,,,,,,,,22,,,74,,,,,,,1,1,0,0,0,1,0,0,0,,,,,,,,
16827742,1,1,N,N,43,2FMPK3J98HBC63737,2017,2,37,1035,104,N,78640,1,1,4,3,,,,,,EZ AUTO AND TOWING SERVICE,EZ AUTO AND TOWING SERVICE,N,,,,,,,,,,,,,,,,,,,,,,22,41,,,,,,,,,1,1,0,0,1,0,0,1,0,,,,,,,,
16828208,1,1,N,N,43,2HKRM3H71GH515052,2016,2,44,107,69,N,78613,1,2,16,4,5,,,,N,LEANDER TOWING,"350 N BAGDAD RD; LEANDER, TX 78641",N,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,5,1,0,0,0,1,0,0,0,,,,,,,,
16831725,1,1,N,N,43,1FM5K8AR2FGB91816,2015,12,37,554,105,Y,78701,4,7,2,2,2,,,,N,AUSTEX,1806 HARGRAVE,N,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,7,1,0,0,0,1,0,0,0,,,,,,,,
16831726,1,1,N,N,43,1C4BJWEG9GL287894,2016,2,429,1464,69,N,78704,3,2,2,3,12,,,,Y,SOUTHSIDE WRECKER INC,8200 S. CONGRESS AVE,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,5,1,0,0,0,2,0,0,0,,,,,,,,
16831726,2,1,N,N,43,KMHD35LE0DU105595,2013,17,45,480,104,N,78704,1,2,6,5,6,,,,Y,EZ AUTO AND TOWING SERVICE,EZ AUTO AND TOWING SERVICE,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,5,1,0,0,0,2,0,0,0,,,,,,,,
16831726,3,1,N,N,43,1FM5K8AR3DGC26036,2013,2,37,554,69,N,78704,1,7,6,2,6,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,5,2,0,0,0,2,0,0,0,,,,,,,,
16831727,1,1,N,N,43,2G1FB1E30F9303638,2015,2,107,60,100,N,78681,1,2,2,2,12,,,,N,EZ AUTO AND TOWING SERVICE,EZ AUTO AND TOWING SERVICE,N,,,,,,,,,,,,,,,,,,,,,,67,44,,20,,,,,,,4,1,0,0,0,1,0,0,0,,,,,,,,
16831727,2,1,N,N,43,1NXBR12E7WZ064255,1998,21,91,380,104,N,78748,1,2,6,3,6,2,3,12,N,SOUTHSIDE WRECKER INC,8200 S. CONGRESS AVE,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,4,1,0,0,0,1,0,0,0,,,,,,,,
16831727,3,1,N,N,43,1FM5K7F85DGA88638,2013,2,37,554,69,N,78610,1,2,6,1,6,2,0,12,N,,,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,4,2,0,0,0,4,0,0,0,,,,,,,,
16831727,4,1,N,Y,113,,,,,,69,N,,2,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,4,2,0,0,0,0,1,0,0,,,,,,,,
16831728,1,1,N,Y,43,WBAWL73528PX43860,2008,2,14,652,104,N,,,,2,5,12,,,,,SOUTHSIDE WRECKER INC,8200 S. CONGRESS AVE,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,7,1,0,0,0,0,1,0,0,,,,,,,,
16831729,1,1,N,N,43,1N4AL2AP0CC218788,2012,2,71,500,104,N,78753,2,,2,4,12,,,,Y,FINGER TOWING SERVICE,FINGER TOWING SERVICE,N,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,3,1,0,0,0,1,0,0,0,,,,,,,,
16831730,1,1,N,N,43,JHMCM561X7C009343,2007,8,44,236,104,Y,77041,1,2,,,,,,,N,A-TEX TOWING,5526 1/2 W HWY 290,N,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,5,1,0,0,0,2,0,0,0,,,,,,,,
16831730,2,1,Y,N,43,3FA6P0HD1JR166824,2018,3,37,1097,104,N,78758,1,2,4,2,2,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,3,2,0,0,0,0,0,0,0,,,,,,,,
16831731,1,1,N,N,43,1FAHP3N22CL347283,2012,21,37,696,104,N,78655,1,2,18,6,11,,,,Y,STARS TOWING,STARS TOWING,N,,,,,,,,,,,,,,,,,,,,,,23,45,,,,,,,,,3,1,0,0,1,0,0,1,0,,,,,,,,
16831732,1,1,N,Y,43,1N4AL2AP1BN402737,2011,11,71,500,104,N,,,,6,1,6,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,4,1,0,0,0,0,1,0,0,,,,,,,,
16831732,2,1,N,N,43,1GCGSBE32F1187820,2015,5,107,979,30,N,78723,1,2,3,1,12,,,,N,DRIVEN FROM SCENE,DRIVEN FROM SCENE,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,8,1,0,0,0,2,0,0,0,,,,,,,,
16831733,1,1,N,N,9,2GNAXJEV1J6197111,2018,16,107,1048,104,N,73134,1,1,2,3,12,,,,Y,SPECIAL AUTOMOTIVE SERVICE INC,SPECIAL AUTOMOTIVE SERVICE INC,N,,,,,,,,,,,,,,,,,,,,,,60,19,20,,,,,,,,5,1,0,1,0,0,0,1,0,,,,,,,,
16831735,1,1,N,N,42,3N1CE2CP0JL353400,2018,21,71,1452,104,N,37701,1,1,2,2,12,15,2,9,N,ATX-VIP TOWING SERVICES,ATX-VIP TOWING SERVICES,N,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,3,1,0,0,0,1,0,0,0,,,,,,,,
16831735,2,1,N,N,43,1N6BA07A17N242505,2007,17,71,1397,104,N,78744,1,1,11,3,10,,,,N,SPECIAL AUTOMOTIVE SERVICE INC,2310 LAKEHURST DR,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,3,1,0,0,0,1,0,0,0,,,,,,,,
16831735,3,1,N,N,43,1C4RJFBG1FC135545,2015,21,429,1116,104,N,78730,1,1,12,1,2,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,3,2,0,0,0,1,0,0,0,,,,,,,,
16831735,4,1,N,N,43,JF2SJAJC9HH415563,2017,21,85,646,104,N,78723,1,1,6,2,6,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,3,2,0,0,0,2,0,0,0,,,,,,,,
16831736,1,1,N,N,43,3FAHP071X7R246664,2007,16,37,1097,104,N,75901,2,,2,6,12,,,,N,STARS TOWING,STARS TOWING,N,,,,,,,,,,,,,,,,,,,,,,22,67,68,,,,,,,,5,1,0,1,0,0,0,1,0,,,,,,,,
16831736,2,1,N,N,43,2GCEC19T711216417,2001,18,107,658,30,N,78759,1,1,6,4,6,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,5,1,0,0,0,2,0,0,0,,,,,,,,
16831737,1,1,N,N,43,4T1BE32K55U393242,2005,9,91,380,104,N,78640,1,2,15,5,9,,,,N,EZ AUTO AND TOWING SERVICE,EZ AUTO AND TOWING SERVICE,N,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,1,1,0,0,0,1,0,0,0,,,,,,,,
16831745,1,1,N,N,43,1GCEC14C17Z572188,2007,2,107,658,30,N,78753,1,1,2,2,12,,,,,AUS-TEX AUTO ENTERPRISES LLC,AUS-TEX AUTO ENTERPRISES LLC,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,5,1,0,0,0,1,0,0,0,,,,,,,,
16831785,1,1,N,N,43,KNDJD733955344377,2005,1,55,767,104,N,78611,1,1,3,3,12,,,,Y,SOUTHSIDE WRECKER INC,8200 S. CONGRESS AVE,N,,,,,,,,,,,,,,,,,,,,,,,,,20,22,,,,,,5,1,0,0,1,0,1,1,0,,,,,,,,
16831786,1,1,N,N,11,3VWD17AJ0FM240165,2015,9,96,316,104,N,78109,1,1,6,2,5,,,,N,AVILES & GABES WRECKER SERVICE INC.,AVILES & GABES WRECKER SERVICE INC.,N,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,5,1,0,0,0,1,0,0,0,,,,,,,,
16831786,2,1,N,N,43,3C6UR5CL9GG230546,2016,2,710,2522,30,N,75071,1,1,10,1,2,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,5,1,0,0,0,1,0,0,0,,,,,,,,
16831791,1,1,N,N,43,3GCEC23J99G288655,2009,3,107,658,30,N,78664,1,1,18,7,3,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,1,0,0,1,0,0,1,0,,,,,,,,
16831791,2,1,N,N,43,1C4PJLDB2KD302376,2019,2,429,970,104,N,70006,1,1,3,2,11,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,2,0,0,0,3,0,0,0,,,,,,,,
16831796,1,1,N,N,43,5TEGM92N32Z092501,2002,10,91,629,30,N,78759,1,2,2,3,12,,,,N,LONE STAR TOWING,,N,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,2,1,0,0,0,0,1,0,0,,,,,,,,
16831796,2,1,N,N,43,1C4PJLLB7JD538201,2018,2,429,970,69,N,78613,1,2,6,1,6,2,1,12,N,,,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,2,1,0,0,0,1,0,0,0,,,,,,,,
16831796,3,1,N,N,43,5YFBURHE2HP627821,2017,2,91,173,104,N,78717,1,7,7,3,7,6,2,6,,ROCHAS TOWING SERVICE,7500 BURLESON RD,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,2,2,1,0,0,0,0,1,0,,,,,,,,
16831799,1,1,N,N,43,1YVFP80C555M34627,2005,17,63,870,104,N,78610,1,1,13,3,8,,,,N,A & A WRECKER NORTH,A & A WRECKER NORTH,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,1,0,0,0,1,0,0,0,,,,,,,,
16831800,1,1,N,N,43,KL1TD56628B047435,2008,16,107,60,104,N,78653,1,2,2,2,12,,,,N,ATX,5526 1/2 W HWY 290,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,7,1,0,0,0,1,0,0,0,,,,,,,,
16831800,2,1,N,N,43,1GCWGFCF4F1182135,2015,21,107,60,103,N,08054,1,2,15,2,9,,,,N,DRIVEN FROM SCENE,BY DRIVER,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,7,1,0,0,0,1,0,0,0,,,,,,,,
16831801,1,1,N,N,43,1G6KD52Y5VU202204,1997,17,106,39,104,N,78744,1,1,4,4,1,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,20,,,60,,,,,,,2,1,0,1,0,0,0,1,0,,,,,,,,
16831801,2,1,Y,N,43,2FMZA5246XBA30321,1999,11,37,555,103,N,78744,1,1,7,4,7,,,,N,EZ AUTO AND TOWING SERVICE,EZ AUTO AND TOWING SERVICE,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,2,1,0,0,0,0,0,0,0,,,,,,,,
16831802,1,1,N,N,43,2T3ZFREV2FW200770,2015,9,91,581,69,N,78726,1,1,2,2,12,10,1,1,Y,BULLET TOWING,BULLET TOWING,N,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,1,1,0,1,0,0,0,1,0,,,,,,,,
16831803,1,1,N,N,16,JTEBU14R770106589,2007,2,91,395,69,N,66061,1,1,3,4,11,11,4,10,Y,EZ AUTO AND TOWING SERVICE,EZ AUTO AND TOWING SERVICE,N,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,1,1,0,0,0,2,0,0,0,,,,,,,,
16831804,1,1,N,N,43,WA1WKAFP9BA024562,2011,9,8,1284,104,N,78745,1,2,15,5,10,11,3,10,N,EZ AUTO AND TOWING SERVICE,EZ AUTO AND TOWING SERVICE,N,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,1,1,0,1,1,0,0,2,0,,,,,,,,
16831805,1,1,N,N,43,1N6SD16S7VC374653,1997,13,71,3989,30,N,78602,1,2,3,3,10,,,,N,FINGER TOWING SERVICE,FINGER TOWING SERVICE,N,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,5,1,0,0,0,1,0,0,0,,,,,,,,
16831805,2,1,N,N,43,1C4AJWAG9CL121774,2012,2,429,1464,100,N,77035,1,2,1,3,12,,,,N,EZ AUTO AND TOWING SERVICE,EZ AUTO AND TOWING SERVICE,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,7,1,0,0,0,1,0,0,0,,,,,,,,
16831806,1,1,N,N,43,1N6MD26T81C347317,2001,9,71,634,30,N,77015,1,2,17,7,4,,,,N,A-TEX TOWING,5526 1/2 W HWY 290,N,,,,,,,,,,,,,,,,,,,,,,22,20,,,,,,,,,1,1,0,0,1,0,0,1,0,,,,,,,,
16831807,1,1,N,N,43,1D7HE22P07S225971,2007,16,109,567,30,N,78747,1,2,3,6,10,,,,N,AUS-TEX AUTO ENTERPRISES LLC,AUS-TEX AUTO ENTERPRISES LLC,N,,,,,,,,,,,,,,,,,,,,,,22,,,20,,,,,,,7,1,0,0,0,1,0,0,0,,,,,,,,
16831808,1,1,N,N,43,1HGCM55394A131379,2004,9,44,236,104,N,75703,1,2,2,7,12,15,7,6,Y,AVILES & GABES WRECKER SERVICE INC.,AVILES & GABES WRECKER SERVICE INC.,N,,,,,,,,,,,,,,,,,,,,,,22,,,20,,,,,,,1,1,0,0,0,1,0,0,0,,,,,,,,
16831808,2,1,N,N,43,5TEGN92N32Z070821,2002,10,91,629,30,N,78681,1,2,14,3,5,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,2,0,0,0,1,0,0,0,,,,,,,,
16831809,1,1,N,N,43,KL4CJ2SM4HB227594,2017,17,105,2184,69,N,78757,1,2,11,6,10,,,,N,STARS TOWING,STARS TOWING,N,,,,,,,,,,,,,,,,,,,,,,22,,,20,,,,,,,1,1,0,0,0,1,0,0,0,,,,,,,,
16831811,1,1,N,N,43,JM1BL1SF9A1224211,2010,2,63,1210,104,N,78613,1,2,6,4,12,,,,N,EZ AUTO AND TOWING SERVICE,EZ AUTO AND TOWING SERVICE,N,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,3,1,0,0,0,1,0,0,0,,,,,,,,
16831812,1,1,N,N,43,4TAVL52N6VZ286146,1997,17,91,629,30,N,78724,1,2,4,4,2,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,20,22,,,,,,,,,4,1,0,0,0,1,0,0,0,,,,,,,,
16831813,1,1,N,N,43,1G11C5SA5GF147929,2016,21,107,60,104,N,78724,1,1,2,6,,,,,N,ROCHAS TOWING SERVICE,ROCHAS TOWING SERVICE,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,6,1,0,0,0,1,0,0,0,,,,,,,,
16831814,1,1,N,N,43,2G1105S38H9148965,2017,21,107,53,104,N,78521,1,2,2,4,12,,,,N,620 LAKESIDE TOWING,620 LAKESIDE TOWING,N,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,5,1,0,0,0,1,0,0,0,,,,,,,,
16831816,1,1,N,N,43,4T1BG22K1YU991756,2000,9,91,380,104,N,77511,1,1,1,4,12,,,,Y,SOUTHSIDE WRECKER INC,8200 S. CONGRESS AVE,N,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,8,1,0,0,0,1,0,0,0,,,,,,,,
16831817,1,1,N,N,43,3VWBZ7AJ7BM308651,2011,17,96,316,104,N,78736,1,1,1,7,12,,,,,SPECIAL AUTOMOTIVE SERVICE INC,5526 1/2 W HWY 290,N,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,11,1,0,0,0,1,0,0,0,,,,,,,,
16831856,1,1,N,N,43,KM8JU3AC7DU579968,2013,2,45,1431,69,N,78748,1,2,2,4,2,,,,N,A & A WRECKER SOUTH,A & A WRECKER SOUTH,N,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,1,1,0,2,0,0,0,2,0,,,,,,,,
16831856,2,1,N,N,43,4RKYL82J9E4500472,2014,12,502,941,47,N,78702,1,3,3,2,11,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,5,1,0,0,0,1,0,0,0,,,,,,,,
16831856,3,1,N,N,43,WBAFR1C59BC749813,2011,17,14,589,104,N,78741,1,2,8,2,6,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,5,2,0,0,0,1,0,0,0,,,,,,,,
16831856,4,1,N,N,43,JTDKDTB33H1591758,2017,17,91,4327,104,N,78704,1,2,5,0,6,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,5,2,0,0,0,1,0,0,0,,,,,,,,
16831858,1,1,N,Y,113,00000000000000000,2018,99,208,763,0,N,0000,2,,2,3,5,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,22,,,19,20,,,,,,5,1,0,0,0,0,1,0,0,,,,,,,,
16831858,2,1,N,N,43,KMHCT5AE1EU176613,2014,10,45,557,104,N,78723,1,2,6,6,6,,,,Y,A-TEX TOWING,,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,5,1,0,1,0,0,0,1,0,,,,,,,,
16831858,3,1,N,N,25,2GNAXSEV4J6247313,2018,2,107,1048,104,N,77422,1,2,7,3,7,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,5,2,0,0,0,3,0,0,0,,,,,,,,
16831860,1,1,N,N,43,1FAHP3K23CL436994,2012,16,37,696,104,N,78731,1,2,11,2,9,4,2,12,N,EZ AUTO AND TOWING SERVICE,EZ AUTO AND TOWING SERVICE,N,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,7,1,0,0,1,0,0,1,0,,,,,,,,
16831860,2,1,N,N,43,1GTG5BE31F1138616,2015,9,39,958,30,N,78751,1,2,4,2,2,,,,N,NOT TOWED,,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,7,1,0,0,0,2,0,0,0,,,,,,,,
16831860,3,1,N,N,43,15GGD2717H3190699,2017,3,40,3031,47,N,78702,1,2,7,1,6,,,,N,NOT TOWED,,Y,Y,N,Y,3,5,78702,4,42530,0,N,,,,,2,13,,,,,,0,,,,,,,,,,7,2,0,0,0,1,0,0,0,N,3,,,,,N,
16831861,1,1,N,N,43,5J6YH28624L017574,2004,2,44,760,104,N,80209,1,2,10,3,3,9,1,9,N,,,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,5,1,0,0,0,1,0,0,0,,,,,,,,
16831861,2,1,N,N,43,JHLRD78883C036202,2003,17,44,107,104,N,78751,1,2,2,6,12,,,,N,EZ AUTO AND TOWING SERVICE,EZ AUTO AND TOWING SERVICE,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,3,1,0,0,0,1,0,0,0,,,,,,,,
16831861,3,1,N,N,43,1HGCR2F31HA210243,2017,9,44,236,104,N,75016,1,2,7,1,7,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,3,2,0,0,0,1,0,0,0,,,,,,,,
16831862,1,1,N,N,43,3GYFNAEY8BS638437,2011,9,106,1373,69,N,78641,1,2,17,6,12,,,,N,FINGER TOWING SERVICE,FINGER TOWING SERVICE,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,6,1,0,1,0,0,0,1,0,,,,,,,,
16831864,1,1,N,N,43,1C4PJLFK8CW109166,2012,2,429,970,69,N,77498,1,2,4,3,1,,,,N,ROCHAS TOWING SERVICE,ROCHAS TOWING SERVICE,N,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,1,1,0,0,1,1,0,1,0,,,,,,,,
16831864,2,1,N,N,43,JA3AU26UX8U009791,2008,17,68,744,104,N,78621,2,,3,3,11,,,,N,ARMADA TOWING,ARMADA TOWING,N,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,5,1,0,1,0,0,0,1,0,,,,,,,,
16831865,1,1,N,N,43,3HGCM56485G708672,2005,17,44,236,104,N,78744,1,1,2,5,12,,,,N,SOUTHSIDE WRECKER INC,8200 S. CONGRESS AVE,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,1,0,0,0,1,0,0,0,,,,,,,,
16831865,2,1,N,N,43,3FA6P0G73GR354328,2016,2,37,1097,104,N,78745,2,,3,3,11,,,,N,ATX-VIP TOWING SERVICES,ATX-VIP TOWING SERVICES,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,5,1,0,0,0,1,0,0,0,,,,,,,,
16831866,1,1,N,N,43,3C6TRVDGXJE148650,2018,21,109,82,92,N,7876313248,1,1,11,6,1,,,,N,AUS-TEX AUTO ENTERPRISES LLC,AUS-TEX AUTO ENTERPRISES LLC,N,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,7,1,0,0,0,1,0,0,0,,,,,,,,
16831866,2,1,N,N,43,1FD0X4GT9CEB31112,2012,22,37,602,9,Y,78702,4,,3,6,11,,,,N,AUS-TEX AUTO ENTERPRISES LLC,AUS-TEX AUTO ENTERPRISES LLC,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,5,1,0,0,0,2,0,0,0,,,,,,,,
16831867,1,1,N,N,43,1FTYR10D98PA06125,2008,21,37,357,30,N,78739,1,1,2,5,12,12,2,1,Y,ROCHAS TOWING SERVICE,ROCHAS TOWING SERVICE,N,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,8,1,0,0,0,1,0,0,0,,,,,,,,
16831868,1,1,N,N,43,1FTPX12564NA20139,2004,9,37,2324,30,N,78741,1,2,2,3,12,,,,Y,EZ AUTO AND TOWING SERVICE,5526 1/2 W HWY 290,N,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,3,1,0,0,0,1,0,0,0,,,,,,,,
16831869,1,1,N,N,43,3VWDP7AJ7DM418830,2013,2,96,184,104,N,78745,2,,2,4,12,10,2,3,Y,SPECIAL AUTOMOTIVE SERVICE INC,SPECIAL AUTOMOTIVE SERVICE INC,N,,,,,,,,,,,,,,,,,,,,,,20,19,,,,,,,,,5,1,0,1,0,2,0,1,0,,,,,,,,
16831869,2,1,Y,N,43,2GCEC19K6J1209949,1988,3,107,60,30,N,78721,2,,8,2,5,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,1,0,0,0,0,0,0,0,,,,,,,,
16831870,1,1,N,Y,43,KNADE123166183346,2006,2,55,716,104,N,78702,1,2,8,2,6,14,1,6,N,SPECIAL AUTOMOTIVE SERVICE INC,SPECIAL AUTOMOTIVE SERVICE INC,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,1,0,0,1,0,0,1,0,,,,,,,,
16831870,2,1,N,Y,113,,,99,,,0,N,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,1,0,0,0,0,1,0,0,,,,,,,,
16831872,1,1,N,N,43,1N4AL3AP3FC285217,2015,9,71,500,104,N,78754,1,2,16,3,,,,,N,DENVERS TOWING,DENVERS TOWING,N,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,4,1,0,0,1,0,0,1,0,,,,,,,,
16831872,2,1,N,N,43,1N4AL3AP8GN378353,2016,9,71,500,104,N,75570,1,2,2,3,,,,,N,EZ AUTO AND TOWING SERVICE,EZ AUTO AND TOWING SERVICE,N,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,8,1,0,0,1,0,0,1,0,,,,,,,,
