Crash_ID,Damaged_Property
11283653,SIGNAL LIGHT POLE (NW CORNER)
11283676,GUARDRAIL
11283689,MARIOS DELI
11283877,SMALL TREE
11283877,ROAD HUMP SIGN
11284314,WOODEN FENCE
11284331,TREE
11284441,BARRICADES
11284445,GUARD RAIL
11284448,WEST ENTRANCE GATE
11284458,A C UNIT INTO HOUSE
11285759,NE CURBLINE SIGNAL LIGHT POLE
11285759,NE CURBLINE CURBLINE SIGNAL LIGHT BOX
11285930,CEMENT WALL-GUARD RAIL
11286992,TELEPHONE POLE # 321513
11288404,ATTENNUATOR / CEMENT WALL
11299224,GUARD BARRELLS
11299229,PROTECTIVE BARRIERS
11299250,LIGHT POST
11299433,LIGHT POLE
11299447,METAL CHAIN FENCE
11299514,"SIGN ""NO ENTRANCE"""
11299528,CRASH BARRIER
11299739,YELLOW MERGING SIGN
11300031,BUS STOP
11300041,STOP SIGN
11300045,GUARD RAIL
11300150,STOP SIGN
11300150,GUIDE WIRE POLE #239719
11300173,PROFESSIONAL CONCRETE HOOKS
11300901,POWER POLE #240354
11300902,6FT BRICK FENCE
11300902,6FT WOOD PRIVACY FENCE
11300906,METAL GUARD RAIL
11300911,30' OF GUARD RAIL
11300913,BICYCLE
11300923,GAS REGULATOR/RISER
11300943,FIXED OBJECT - TREE
11300947,METAL POLE BY GAS PUMP #11
11300948,DIRECTIONAL SIGN
11311851,GUARDRAIL AND STREET SIGNS
11311910,STOP SIGN
11311998,SIGN
11312007,AT&T SWITCH BOX #MH829
11312333,CABLE BOXES
11312333,TREES
11312377,LIGHT POLE #366079
11312395,CENTER MEDIAN
11312425,STREET/YIELD SIGN
11312425,PLANTER BOX; YARD
11312439,CONCRETE DEVIDER
11312479,TREE
11312507,WOODEN FENCE
11312550,GUARD RAIL
11318202,ROCK WALL
11318226,"PLANTS, STONE WORK"
11318228,RETAINING WALL IN FRONT YARD
11318260,LIGHT POLE
11318288,"LANDSCAPING, TREES"
11318290,METAL GUARD RAIL APPROX 20 FT
11318321,METAL TRASH CAN
11318330,FIRE HYDRANT
11318331,UTILITY POLE
11318630,FENCE LINE
11318658,COA TRAILER
11318703,GUARD RAIL
11318705,HIGHWAY WARNING SIGN
11318726,STREET LAMP
11318726,MILE MARKER
11318766,DO-NOT ENTER SIGN
11318766,NO LEFT TURN SIGN
11328022,GUARD RAILING
11328030,LIGHT POLE 384688
11328031,GUARD RAIL ON E. CURBLINE
11328046,GUARD RAIL
11328243,GAURDRAIL
11328303,GUARD RAIL
11328370,50 FT OF CHAIN FENCE
11328372,HONG KONG SUPERMARKET
11328498,GUARD RAIL POST
11328848,LIGHT POLE NE CL
11328862,FENCE
11336971,WEST CURB LINE
11336992,CONCRETE RETAINING WALL
11336995,AT&T/FIBER OPTIC POLE
11337390,WOODEN POWER POLE
11337390,WOODEN FENCE
11337403,TREE
11337429,GUARDRAIL (6200 W US HWY 290)
11337456,WOOD LIGHT POLE
11337461,SIGNAL LIGHT POLE
11337482,STREET SIGN
11337482,METAL FENCE
11340203,BICYCLE
11340208,GATE
11343916,FOUNDATION TO SIGNAL LIGHT POLE
11343916,ONE WAY (WARNING) SIGN
11343963,STOP SIGN
11344004,CENTER PILLARS (WOOD) 75 FT
11344099,"MULTIPLE TREES & BUSHES, ROCK,WALL,BUILD"
11344157,ONE WAY SIGN
11344168,GUARD RAIL
11350332,CONCRETE BARRIER WALL
11350392,STREET SIGN YAGER LN/JOURDAN CROSSING
11350392,POWER POLE 346243
11350401,10 FEET OF GUARDRAIL DAMAGED
11350564,LIGHT POLE
11350565,40' OF 8' CHAIN LINK FENCE
11350603,TRAFFIC SIGN BOARD
11350621,ONE-WAY SIGN/POLE
11350665,WOOD UTILITY POLE
11350665,STEEL FENCE
11350745,CROSS WALK SIGNAL POLE
11350748,UTILITY POLE 227521
11350755,POLE #2401
11350756,GAS BARRIER
11354970,DAMAGE TO BICYCLE
11354974,FENCE
11358473,CAPITAL METRO BUS BENCH
11359139,METAL RAIL
11359155,LIGHT POLE
11359157,COA TELEPHONE POLE #336398
11359796,GUARD RAIL
11359836,ROAD SIGN
11359837,STEEL RAIL
11359837,MAILBOX
11359839,IRON FENCE
11359842,LIGHT POLE
11359889,STREET SIGN (CROSSWALK)
11359889,STOP SIGN
11359892,LIGHT POLE
11359934,"MORRIS WILLIAMS GOLF COURSE (FAIRWAY, FE"
11370018,MAIL BOX AND CHAIN LINK FENCE
11370052,TELEPHONE POLE #52415
11370057,(CREEK)GUARDRAIL
11370073,DOG...WAS IN ROADWAY
11370129,WOODEN POLE #316 759
11370154,"DAMAGED MAILBOXES 303,304,305"
11370172,SIGN
11370188,GUARD RAIL & POST
11370196,ONE WAY ARROW SIGN
11370196,STOP SIGN
11372259,GUARDRAIL - 185'
11372261,MAILBOX
11372265,GUARD RAIL
11372279,TRAFFIC LIGHT POLE
11372310,DO NOT ENTER SIGN
11376033,FIRE HYDRANT
11376126,APPROXIMATELY 50' GUARDRAIL
11376142,9215 GREAT HILLS TRL APT FENCE-METAL FRO
11376322,LIGHT POLE
11376322,TWO STREET SIGN
11376537,FIRE HYDRANT
11376539,UTILITY POLE #222269
11376558,IRON FENCE; RETAINING POND
11376564,ONE WAY SIGN
11376592,GUARDRAIL
11376599,HIGHWAY SIGN AND POST
11376603,GUARDRAIL
11376672,FRONT PORCH/PILLARS
11376697,LAMPPOST
11376700,LIGHT POLE
11376707,LIGHT POLE 365438
11376796,GUARDRAIL
11376810,CROSSWALK SIGN & POLE
11376812,STREET LIGHT POLE
11377450,GUARDRAIL
11377451,PEDESTRIAN LIGHT
11378261,STAIRWELL PILLAR 2 QUANTITY
11380618,CONCRETE BARRIER
11382235,CENTER GUARD RAIL
11383037,FENCE
11383043,UTILITY POLE #235347
11383060,GUARDRAIL (EXIT RAMP)
11383062,CHAIN LINK FENCE
11383064,ROOMSTORE-SIDE OF BUILDING
11383066,MAILBOXES
11383066,MAILBOXES
11383073,SAFETY BARRIER
11384433,"""ONE WAY"" SIGN"
11384434,STOP SIGN COA#063257
11384436,STREET LIGHT POLE
11384437,NO PARKING SIGN
11384447,WILDLIFE (DEER)
11384456,BARB WIRE FENCE-3 WIRES DAMAGED
11384464,PINE TREE
11384467,WOODEN POLE WITH STREET LIGHT
11384586,STREET SIGN
11384587,LIGHT POLE #374623
11384608,CENTER RETAINING WALL
11384609,GUARD RAIL (10FT)
11384614,LIGHT POLE #371714
11384628,STREET SIGN
11384632,LIGHT POLE
11384636,LIGHT POLE
11384637,POWER SUPPLY AND FIBER NODE
11384642,HOUSE
11384645,TREE
11384649,GUARD RAIL
11384651,LANDSCAPING
11384651,PHONE CABLE BOX
11384654,20 FT OF METAL GUARD RAIL
11384656,GUARD RAIL
11384667,BUS STOP POLE & METAL TRASH CAN
11384670,GUARDRAIL
11384820,METAL STREET LAMP
11384823,FENCED STRUCTURE
11384853,SIGNAL LIGHT POLE SW C/L
11384898,PVC PIPES WITH SIGN
11384912,10 FT SECTION OF GUARDRAIL
11384979,LIGHT POLE
11384991,MAILBOX
11384996,YIELD SIGN
11385048,BICYCLE
11385050,ELECTRIC WHEEL CHAIR
11385079,BUILDING 6
11385118,L/S GUARD RAIL
11385183,INTERSECTING ROADWAY SIGN
11385183,ONE WAY SIGN
11385234,BICYCLE LANE STREET SIGN
11385272,FENCE
11385289,ONEWAY STREET SIGN
11385294,GUARDRAIL
11389230,TREE/BRIDGE WALL
11393573,LIGHT POLE #384679
11393593,STOP SIGN WAS DAMAGED
11393634,LIGHT POLE #362317
11393642,MAROON WHEELCHAIR
11393643,HIGHWAY GAURDRAIL
11393661,PAINT OF BRIDGE GUARDRAIL
11393688,WALL-BUSINESS
11393689,CONCRETE BARRIER
11393700,DUAL MAIL BOXES
11393728,DIRECTIONAL SIGNS
11393742,DAMAGED DOOR
11393744,SIGN
11393773,"MAILBOX, TREE, CABLE BOX"
11393813,10 FT OF GAURD RAIL
11393832,ATT TELEPHONE POLE 5599
11394439,MAILBOX
11394541,LIGHT POLE
11394541,ROCK WALL
11394548,CURB DAMAGED
11394549,LIGHT POLE
11394555,PED. CONTROL DEVICE
11394618,SPEED LIMIT SIGN
11394626,CONCRETE DEVIDER
11394632,SECURITY FENCE/GATE
11395362,LIGHT POLE & TREE
11396399,25 FT WIRE FENCE
11415653,TREE
11418610,BRICK WALL
11418619,"""DO NOT ENTER"" SIGN"
11418629,FENCE
11418654,GUARDRAIL
11418663,BRICK WALL
11418670,TRASHCAN AND BUS STOP SIGN
11418676,CYCLONE FENCE
11418707,HOUSE
11418708,MAIL BOX
11420207,BUS STOP BENCH & TRASH CAN
11420207,"BUS STOP SIGN, SCHOOL ZONE SIGN, CROSSWA"
11420220,WOODEN FENCE
11420261,GUARDRAIL
11420330,DECORATIVE STONES/BUILDING
11420346,GUARDRAIL (APPROX 50 FT)
11420363,GUARDRAIL-15 FT
11420390,SOUTHSIDE OF FENCE ON SVRD
11420467,"LIGHT POLE, STREET MARKER"
11420479,CONCRETE INNER RAIL
11420479,CONCRETE OUTER RAIL
11420528,STEEL GUARD RAIL
11423931,GROUNDED & AIR ELECTRICAL WIRES
11426014,PEDESTRIAN HAND RAIL
11432514,BUILDING WATER VALVE
11432520,GUARDRAIL & SIGN
11432528,POLE # 272 774
11432537,FENCE
11432561,U.S. MAIL POSTAL BOXES
11432598,5942 KEVIN KELLY PL
11432622,STOP SIGN
11432628,CHAIN LINK FENCE
11432630,FOUR-US POST OFFICE MAILBOXES
11432728,22'-72 MODEL SEA RAY BOAT
11432736,BUILDING EXTERIOR
11432740,PEDESTRIAN CONTROL DEVICE
11432746,BROWN FENCE (WOODEN)
11432750,STREET SIGN
11432761,GUARDRAIL DAMAGE
11432762,GUARD RAIL
11432790,TELEPHONE POLE
11432829,BARB WIRE FENCE
11432838,WOODEN FENCE
11432838,METAL GUARDRAIL
11432859,MAIBOX
11432862,STEEL & CONCRETE FENCE
11432865,GUARDRAIL
11432869,LIGHT POLE (TRAFFIC POLE)
11432882,LIGHT POLE #263570
11432887,TRANSFORM ELECTRIC BOX
11432893,15' OF GUARDRAIL
11447726,ELECTRIC POLE (#257769)
11447728,GUARD RAIL
11447729,GUARDRAIL
11447772,MAILBOX
11447789,CONCRETE MEDIAN WALL
11447844,LIGHT POLE (#209828)
11447844,MAILBOX
11447846,STREET SIGN
11447850,GUARD RAIL
11447871,TRAFFIC LIGHT POLE
11447876,FIRE HYDRANT
11447916,STRIPMALL SIGN
11448040,CITY WOODEN UTILITY POLE
11448063,GUARD RAIL ABOUT 200 FT
11448088,"WATER LINE, UTILITY"
11448097,FENCE POST W/REFLECTOR
11448108,YARD/GRASS
11448113,STREET SIGN
11448116,FENCE
11448119,TREK ROAD BIKE
11448135,STREET SIGN
11448137,2 ROAD SIGNS
11448141,GUARD RAIL
11448459,WRONG WAY SIGN
11448459,GUIDE WIRE
11448476,UNIT#1 STRUCK DUPLEX AT1513 ENFIELD RD
11448546,GUARD RAIL
11448563,ROCK RETAINING WALL
11448563,POLE
11459383,METAL RAILING
11459404,CROSS WALK POLE/SIGN
11459415,LIGHT POST (TRAFFIC SIGNAL)
11459456,DAMAGE TO GARAGE DOOR
11459459,METAL-ELECTRIC POLE
11459465,LANDSCAPING
11459473,TREE
11459483,MAILBOX
11459487,GLASS DOOR 2 DOOR FRAME
11459489,BICYCLE
11459491,FENCE $1000 DAMAGE
11459492,FENCE
11459496,CITY OF AUSTIN GUARDRAIL
11459496,DO NOT ENTER SIGN
11459520,GUARDRAIL
11459532,GUARD RAIL
11459536,GUARD RAIL
11459538,GUARDRAIL
11459546,FENCE AREA
11459546,FENCE AREA
11459547,SEWER GRATE
11459548,LIGHT POLE 587684
11459560,CONCRETE MEDIAN CURB
11459600,UTILITY BOX
11459617,LIGHT POLE
11459630,LIGHT POLE
11459750,ELECTRICITY POLE #2600
11459813,POST
11464813,GUARD RAIL AT EXIT
11464820,GUARDRAIL
11464832,WALLS STONES KNOCKED LOOSE
11464834,"MAIL BOX, TREE"
11464835,CHAINLINK FENCE AND POLES
11464839,TELEPHONE POLES #317789 384453
11464843,TELEPHONE BOX
11464874,8 FT METAL GUARDRAIL
11464884,POWER POLE
11464899,"UTILITY POLE, TRANSFORMER"
11464930,BICYCLE
11464939,TRAFFIC SIGNAL POLE
11464948,FENCE
11464964,MAILBOX
11464974,GUARD RAIL
11465805,ELECTRICITY CABLE
11465831,METAL GUARD RAIL
11465867,20 FT N FENCE LINE
11465910,TREES
11465912,UTILITY POLE
11470621,HIGHWAY GUARDRAIL
11470723,35 MPH SIGN AT 8300 BLK
11470765,ENTRANCE/EXIT GATE
11470773,FIRE HYDRANT
11470829,TREES
11470830,FENCE
11470836,POWER CONVERTER BOX
11470844,HOUSE
11470888,METAL SIGNAL LIGHT POLE
11470907,RETAINING WALL
11470910,LIGHT POLE #368181
11472423,BUILDING
11472435,20-30 YARDS OF GUARDRAIL
11472745,CABLE BOX
11473228,PARKING LOT LIGHT POLE FIXTURE
11478184,TREE
11479101,TREES
11479103,LIGHT POLE
11480307,GUARD RAIL
11484271,LIGHT POLE #354945
11484868,BRICK/CONCRETE WALL
11484898,LIGHT POLE (DOMAIN SL17)
11484899,CITY LIGHT POLE
11484952,STONE MAILBOX
11484959,GATE AND FENCE
11485008,SIGN (METAL DETOUR)
11485009,GUARDRAIL
11485020,AUSTIN ENERGY LIGHT POLE #267586
11485022,WOODEN FENCE
11485029,FIRE HYDRANT #79929
11485106,MAILBOX
11485106,MAILBOX
11486284,UTILITY POLE
11486307,HIGHWAY LIGHT POLE
11486337,CABLE GUARD RAIL
11486339,UTILITY POLE #273364
11486418,"""ONE WAY"" STREET SIGN"
11491404,20' GUARDRAIL
11500943,GATE
11504933,FIRE HYDRANT
11504939,1834 FERGUSON LN #300
11504940,GUARDRAIL
11504961,FIRE HYDRANT
11504965,TREE
11504969,TELEPHONE TRANSFORMER
11504975,WOODEN TELEPHONE POLE
11504976,ELECTRICITY POLE # 7005 139340
11504982,STREET SIGNS
11504997,GARAGE DOOR
11505002,FENCE
11505053,TELEPHONE POLE
11505067,GUARDRAIL
11505145,GUARD RAIL
11505150,TRAFFIC LIGHT POLE
11505339,WOODED FENCE
11505339,STOP SIGN POLE
11505348,HWY LIGHT POST
11505360,MAILBOX
11505388,FENCED GATE
11505412,CONCRETE POST
11505419,SIDE OF BUILDING
11505468,STREET SIGN
11505468,GUARDRAIL
11505469,LIGHT POLE
11505476,TREE
11517174,CAR PORT
11517182,TELEPHONE POLE
11517188,DUPLEX APARTMENT
11517204,DAMAGED LIGHT POLE
11517232,LIGHT POLE #293819
11517235,"STREET LAMP, LANDSCAPING"
11517240,GUARD RAIL
11517242,PARKING LOT PROTECTION POLE
11517247,MAIL BOX
11517267,ELECTRIC POLE
11517314,GUARD RAIL
11517328,1992 SKEET BOAT HIN STE 10336I192
11517336,TREE
11517352,CONSTRUCTION FENCE
11517359,UTILITY POLE (#245164)
11517396,GARAGE DOOR
11517408,POSTED MEDIAN WARNING SIGN
11517417,LIGHT POLE
11517424,TXDOT INFO SIGN
11517443,TRANSFORMER/LANDSCAPE
11517443,TRANSFORMER/LANDSCAPE
11517453,UTILITY POLE #374486
11517455,FIRE HYDRANT
11517470,GUARD RAIL
11517486,GUARDRAIL @6400 BLK. OF MLK BLVD
11517499,FIRE HYDRANT
11517698,FENCE & TREE
11517838,10' WIRE FENCING
11524460,BRICK WALL DAMAGED
11524462,BUMPER POLE SCRAPED
11524463,LANDSCAPING/BRICKS
11524463,AT&T TELEPHONE POLE
11524464,TREES/LIGHT POLE
11524482,"FENCE, SPRINKLER SYSTEM, TREE"
11524482,FENCE AND TOOL SHED
11524484,UTILITY POLE 346909
11524493,GUARD RAIL
11524509,GUARDRAILING
11524521,ROD IRON FENCE
11524525,GUARD RAIL
11524542,GUARDRAIL
11524545,GUARDRAIL
11524559,MAIL BOXES/FENCE/GAS LINE
11524563,GATE
11524605,POLE TO SIGN
11524609,WOOD FENCE
11524634,TELEPHONE POLE
11524634,"GUARDRAIL, TREE"
11524645,DELAWARE SUB SHOP/FRONT ENTRANCE
11524648,TREE
11524661,GUARDRAIL
11524664,BICYCLE
11524672,TREE
11524672,ROAD CONES
11524693,TREE
11545805,LIGHT POLE
11545807,GUARDRAIL=10FT
11545860,SPEED LIMIT SIGN
11545864,GUARDRAIL
11545868,MAIL BOX (BRICK) 10207 LA COSTA DR
11545870,HOUSE
11545872,TREE
11545884,5' OF GUARDRAIL
11545893,TELEPHONE POLE
11545900,FIRE HYDRANT
11546130,SMALL TREE IN MEDIAN
11546150,TREE
11546153,MOUNTAIN BIKE
11546288,CONCRETE PILLAR
11546291,MAILBOX
11546293,GUARD RAIL
11546306,GUARDRAIL
11546307,POWER LINE POLE
11546309,MAILBOX
11546370,STREET LIGHT POLE #371471
11546371,ELECTRIC POLE 2X
11546406,LIGHT POST (WEST CL)
11546625,HUDSON MOBILE HOME
11546626,BRICK WALL
11547757,STREET SIGN
11548803,GUARD RAIL
11549510,4-6 FT OF WOODEN FENCE
11549520,FENCE
11549520,BUS STOP/PHONE
11549539,MAILBOX
11549542,TREE/GRASS
11549543,"FENCE, LANDSCAPE DAMAGE"
11549546,MAIL BOX/ BASKETBALL GOAL
11549546,MAIL BOX
11549552,CONCRETE DITCH
11549582,FENCE
11549586,LIGHT POLE-382528
11549587,UTILITY POLE
11549590,GUARDRAIL
11549596,GUARDRAIL
11549635,STOP/STREET SIGN
11549635,LIGHT POLE #356695
11549655,STREET SIGN
11551818,YIELD SIGN
11551822,DO NOT ENTER SIGN
11551844,BUS STOP SIGN
11551850,STREET SIGN
11551855,CROSS WALK SIGN
11551855,FENCE (CHAIN LINK)
11551856,GUARD RAIL
11551856,EXIT SIGN
11551885,BRICK MAIL BOX
11551886,LIGHT POLE (DENTED)
11551902,STOP SIGN
11551926,CONCRETE COLVERT
11551952,GUARD RAIL
11551958,TELEPHONE POLE #226711
11564264,UTILITY POLE
11566959,CHAINLINK FENCE
11566969,LANDSCAPING
11566972,NO PARKING SIGN
11566979,LIGHT POLE #325961
11566981,"TREES, LANDSCAPING"
11567140,LANDSCAPE
11567202,SOUTH WALL OF BLDG 2
11567214,GUARD RAIL
11567228,HOUSE (BRICKS)
11567331,"TREE, WOOD PLANK FENCE"
11567333,CONCRETE WALL
11567358,METAL FENCE W/CONCRETE COLUMNS
11567362,CHAIN LINK FENCE
11567371,HIGHWAY SIGN
11567374,SMALL TREE
11567374,MAIL BOX
11567391,UTILITY POLE
11567505,EXIT SIGN
11567525,TELEPHONE POLE #209969
11567608,IRON FENCE (BLACK)
11567608,STOP SIGN
11567613,SPEED LIMIT SIGN
11567623,GUARDRAIL
11569557,GUARD RAIL
11569592,TRAFFIC LIGHT CONTROL BOX
11569592,SOD/GRASS
11569595,FIRE HYDRANT
11569599,POWER POLE
11569783,TREE & SPRINKLER HEAD/PIPE
11569790,ELECTRIC POLE GROUND WIRES
11569792,TELEPHONE POLE
11569793,CUSION RAIL FOR N AND S TRAFFIC
11569798,CONCRETE BARRIER
11569803,BUILDING STRUCTURE
11569811,GUADALUPE SQUARE APTS
11569815,CABLE BOX
11569815,LIGHT POLE
11569818,TREK 5200 BIKE SERIAL:WR0014426
11569818,GIRO HELMET SERIAL:Y1875392
11569830,"""GIANT"" BICYCLE 19"" FRAME (#NEAC1)"
11569833,IRON FENCE
11569841,11357 SPRINKLE CUTOFF RD.
11569841,11361 SPRINKLE CUTOFF RD.
11569842,LIGHT POLE
11569842,MAIL BOX
11569887,TREE IN THE CENTER MEDIAN
11569917,CONCRETE BLOCK WALL
11569931,CONCRETE WALL
11584441,GUARDRAIL
11584471,AIR PUMP
11584471,MAILBOX
11584472,CHAIN LINK FENCE & GATE
11584472,FRONT PORCH
11584487,POSTED SIGN
11584487,GUARDRAIL-EST. 40 FEET
11586991,STOP SIGN
11586991,TELEPHONE POLE
11587034,FLAG POLE
11587038,GUARD RAIL 15-20 FT.
11587038,METAL POST HOLDING SIGN OVER MOPAC
11587044,14950 AVERY RANCH
11587054,GRASS
11587054,FIRE HYDRANT
11587130,TRAFFIC CONTROL BOX
11587131,ARROW SIGN
11587135,TREE & SPRINKLER HEAD/PIPE
11587137,HOTEL WALL
11587139,GOLF COURSE FENCE
11587143,LIGHT POLE #366101
11587215,DAMAGE TO STAIRWAY/OUTDOOR
11587222,STREET SIGN-EXIT
11587227,3 TO 4 FT. OF GUARD RAIL
11587228,LIGHT POLE @ N BRAKER LN BURNET
11587229,WALL OF BUSINESS
11587232,CITY LIGHT POLE
11587232,WROUGHT IRON FENCE
11587241,GUARD RAIL
11587348,WOOD UTILITY POLE
11587394,FENCE & LIGHT POLE
11587412,WROUGHT IRON FENCE
11587454,STREET SIGN/FIRE HYDRANT
11587460,PRIVACY FENCE/TREE
11587467,TREE
11587469,GUARD RAIL
11587473,WIRE GAURD RAIL
11587507,FENCE
11587515,LIGHT POLE #387736
11587546,CITY OF AUSTIN STOP SIGN
11587550,"YARD,TREES,GARDEN"
11589214,TREE-BARTON SPRINGS PARK
11593038,PARKING GARAGE PILLAR
11596471,STREET SIGN
11596484,"TRAFFIC LIGHT POLE-TYPE 2, VT 1997"
11596487,ROCK DRAINAGE SYSTEM
11596487,GUIDE WIRE TO POLE
11596500,FIRE HYDRANT
11596500,SIGN POLE WARNING UNDERGROUND CABLES
11596522,3 ORANGE BARRIERS
11596548,FENCE (IRON)
11596553,ONE WAY SIGN
