Crash_ID,Unit_Nbr,Prsn_Nbr,Charge_Cat_ID,Charge,Citation_Nbr
11152580,1,1,14,FAIL TO DISPLAY DRIVERS LICENSE,13460873
11152580,1,1,15,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,13460873
11152580,2,1,15,FAIL TO MAINTAIN CLEAR DISTANCE,13460874
11152580,3,1,14,,
11152580,3,2,,NO CHARGES,
11153849,1,1,21,FTY-LEFT TURN,13416222
11153849,1,2,,NO CHARGES,
11153849,1,3,,NO CHARGES,
11153849,1,4,,NO CHARGES,
11153849,2,1,,NO CHARGES,
11153849,2,2,,NO CHARGES,
11154056,1,1,,NO CHARGES,
11154056,2,1,,NO CHARGES,
11154058,1,1,,NO CHARGES,
11154058,2,1,,NO CHARGES,
11154058,2,2,,NO CHARGES,
11154058,3,1,,NO CHARGES,
11154059,1,1,15,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,13423752
11154059,2,1,,NO CHARGES,
11154059,3,1,,NO CHARGES,
11154064,1,1,26,RAN RED LIGHT - LEFT TURN,13417730
11154064,1,2,,NO CHARGES,
11154064,2,1,,NO CHARGES,
11154065,1,1,16,NO INSURANCE FTMFR,13327899
11154065,2,1,,NO CHARGES,
11154065,2,2,,NO CHARGES,
11154065,3,1,,NO CHARGES,
11154065,3,2,,NO CHARGES,
11154065,4,1,,NO CHARGES,
11154065,4,2,,NO CHARGES,
11154065,4,3,,NO CHARGES,
11154065,4,4,,NO CHARGES,
11154069,1,1,15,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,13461321
11154069,2,1,,NO CHARGES,
11154069,2,2,,NO CHARGES,
11154070,1,1,25,RAN RED LIGHT (COLLISION),13356936
11154070,2,1,,NO CHARGES,
11154229,1,1,,NO CHARGES,
11154246,1,1,,NO CHARGES,
11154246,2,1,,NO CHARGES,
11154246,2,2,,NO CHARGES,
11154246,2,3,,NO CHARGES,
11154246,2,4,,NO CHARGES,
11154420,1,1,,NO CHARGES,
11154420,1,2,,NO CHARGES,
11154420,1,3,,NO CHARGES,
11154420,1,4,,NO CHARGES,
11154424,1,1,,NO CHARGES,
11154424,1,2,,NO CHARGES,
11154424,1,3,,NO CHARGES,
11154425,1,1,,NO CHARGES,
11154425,1,2,,NO CHARGES,
11154425,2,1,,NO CHARGES,
11154984,1,1,,NO CHARGES,
11154984,2,1,,NO CHARGES,
11154992,1,1,,NO CHARGES,
11154992,1,2,,NO CHARGES,
11154992,2,1,,NO CHARGES,
11154992,2,2,,NO CHARGES,
11154995,1,1,,NO CHARGES,
11154996,1,1,,NO CHARGES,
11154996,2,1,,NO CHARGES,
11156149,1,1,16,FTMFR,13420043
11156149,1,2,,NO CHARGES,
11156149,2,1,,NO CHARGES,
11156149,2,2,,NO CHARGES,
11156149,3,1,16,FTMFR,13420037
11156149,3,2,,NO CHARGES,
11156149,3,3,,NO CHARGES,
11156149,3,4,,NO CHARGES,
11156151,1,1,,NO CHARGES,
11156151,1,2,,NO CHARGES,
11156151,1,3,,NO CHARGES,
11156151,2,1,,NO CHARGES,
11156152,1,1,25,RAN RED LIGHT,13416175
11156152,2,1,,NO CHARGES,
11156153,1,1,10,DRIVING WHILE INTOXICATED,10 014 0161
11156153,2,1,,NO CHARGES,
11156154,1,1,24,FAILURE TO CONTROL SPEED,13419524
11156154,2,1,,NO CHARGES,
11156155,1,1,15,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,13464170
11156155,1,1,16,F.T.M.F.R.,13464170
11156155,2,1,,NO CHARGES,
11156156,1,1,15,FAILURE TO MAINTAIN ASSURED CLEAR DISTANCE,13416805
11156156,2,1,,NO CHARGES,
11156157,1,1,25,RAN RED LIGHT,13363638
11156157,2,1,,NO CHARGES,
11156157,2,2,,NO CHARGES,
11156157,2,3,,NO CHARGES,
11156157,2,4,,NO CHARGES,
11156157,2,5,,NO CHARGES,
11156158,1,1,21,FAIL TO YEILD RIGHT OF WAY-PRIVATE DRIVE,13465910
11156158,2,1,,NO CHARGES,
11156159,1,1,,NO CHARGES,
11156159,1,2,,NO CHARGES,
11156159,2,1,,NO CHARGES,
11156159,2,2,,NO CHARGES,
11156159,2,3,,NO CHARGES,
11156198,1,1,25,RAN RED LIGHT,13417142
11156198,2,1,16,FTMFR-(NO INSURANCE),13417143
11156976,1,1,,NO CHARGES,
11156976,2,1,,NO CHARGES,
11157585,1,1,15,UNSAFE MOVEMENT - LEFT,13462190
11157585,2,1,,NO CHARGES,
11157586,1,1,,NO CHARGES,
11157586,2,1,,NO CHARGES,
11157587,1,1,21,FAILED TO YIELD ROW PRIVATE DR.,13420170
11157587,1,2,,NO CHARGES,
11157587,2,1,,NO CHARGES,
11157587,2,2,,NO CHARGES,
11157588,1,1,,NO CHARGES,
11157589,1,1,,NO CHARGES,
