Crash_ID,Unit_Nbr,Prsn_Nbr,Prsn_Type_ID,Prsn_Occpnt_Pos_ID,Prsn_Injry_Sev_ID,Prsn_Age,Prsn_Ethnicity_ID,Prsn_Gndr_ID,Prsn_Ejct_ID,Prsn_Rest_ID,Prsn_Airbag_ID,Prsn_Helmet_ID,Prsn_Sol_Fl,Prsn_Alc_Spec_Type_ID,Prsn_Alc_Rslt_ID,Prsn_Bac_Test_Rslt,Prsn_Drg_Spec_Type_ID,Prsn_Drg_Rslt_ID,Prsn_Death_Time,Sus_Serious_Injry_Cnt,Nonincap_Injry_Cnt,Poss_Injry_Cnt,Non_Injry_Cnt,Unkn_Injry_Cnt,Tot_Injry_Cnt,Death_Cnt
11847607,2,4,2,14,3,8,1,2,1,11,2,97,N,,,,,,,0,0,1,0,0,1,0
11847608,2,2,2,9,2,49,1,1,1,1,1,97,N,,,,,,,0,1,0,0,0,1,0
11847613,1,2,2,6,5,2,1,1,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
11847613,1,3,2,4,5,4,1,2,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
11847613,2,2,2,3,5,68,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11847614,2,2,2,3,5,30,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11847614,2,3,2,4,5,37,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11847614,2,4,2,6,5,23,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11847615,4,2,2,3,5,43,1,1,1,10,2,97,N,,,,,,,0,0,0,1,0,0,0
11847616,2,2,2,3,5,36,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11847616,2,3,2,6,5,40,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11847617,1,2,2,6,5,10,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11847617,1,3,2,4,5,6,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11847617,2,2,2,3,5,43,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11847617,2,3,2,6,5,20,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11847617,2,4,2,4,0,3,2,1,1,4,2,97,N,,,,,,,0,0,0,0,1,0,0
11847625,1,2,2,3,5,63,4,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11847626,2,2,2,3,5,52,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11847640,2,2,2,3,3,20,3,1,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11847640,2,3,2,6,5,20,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11847642,3,2,2,3,5,24,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11847643,2,2,2,3,5,34,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11847644,2,2,2,4,5,9,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11847644,2,3,2,6,5,3,1,1,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
11847645,2,2,2,3,5,20,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11847649,1,2,2,3,5,45,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11847649,2,2,2,3,5,63,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11847649,2,3,2,4,5,43,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11847649,2,4,2,6,5,43,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11847651,1,2,2,3,0,17,1,2,1,1,2,97,N,,,,,,,0,0,0,0,1,0,0
11847651,1,3,2,12,0,17,1,2,1,1,2,97,N,,,,,,,0,0,0,0,1,0,0
11847651,1,4,2,12,0,16,1,2,1,1,2,97,N,,,,,,,0,0,0,0,1,0,0
11847651,1,5,2,12,,17,1,2,1,1,2,97,,,,,,,,0,0,0,0,1,0,0
11847651,2,2,2,3,3,37,1,1,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11847652,1,2,2,3,5,26,1,2,1,1,8,97,N,,,,,,,0,0,0,1,0,0,0
11847653,1,2,2,3,3,31,3,1,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11847653,1,3,2,4,5,15,3,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11847653,1,4,2,6,5,12,3,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11847655,2,2,2,3,5,55,1,2,1,1,1,97,N,,,,,,,0,0,0,1,0,0,0
11847662,2,2,2,3,5,21,2,2,1,10,2,97,N,,,,,,,0,0,0,1,0,0,0
11847663,1,2,2,3,5,15,1,2,1,1,3,97,N,,,,,,,0,0,0,1,0,0,0
11847664,1,2,2,4,5,5,1,2,1,4,4,97,N,,,,,,,0,0,0,1,0,0,0
11848675,2,2,2,3,3,25,1,1,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11849516,2,2,2,3,5,62,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11849517,2,2,2,1,5,17,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11849517,2,3,2,6,5,37,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11849517,2,4,2,4,3,31,2,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11849517,2,5,2,3,5,32,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11849518,1,2,2,3,5,6,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11849522,1,2,2,3,5,22,2,2,1,10,0,97,N,,,,,,,0,0,0,1,0,0,0
11849523,1,2,2,6,5,5,4,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11849523,1,3,2,5,5,2,4,2,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
11849523,2,2,2,5,5,2,1,2,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
11849525,2,2,2,3,5,19,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11849527,1,2,2,6,5,24,5,2,1,1,4,97,N,,,,,,,0,0,0,1,0,0,0
11849527,1,3,2,3,5,45,5,1,1,1,4,97,N,,,,,,,0,0,0,1,0,0,0
11849527,1,4,2,4,5,43,5,2,1,1,4,97,N,,,,,,,0,0,0,1,0,0,0
11849529,2,2,2,3,5,31,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11849531,4,2,2,5,5,7,1,1,1,7,1,97,N,,,,,,,0,0,0,1,0,0,0
11858922,2,2,2,3,5,23,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858922,2,3,2,4,5,17,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858922,2,4,2,6,5,17,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858925,1,2,2,12,3,22,2,1,1,10,3,97,N,,,,,,,0,0,1,0,0,1,0
11858928,1,2,2,6,5,63,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858928,1,3,2,3,2,56,2,2,1,1,2,97,N,,,,,,,0,1,0,0,0,1,0
11858928,2,2,2,3,5,20,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858931,2,2,2,3,5,51,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858931,2,3,2,5,5,9,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858931,2,4,2,6,5,7,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858933,2,2,2,3,5,45,3,1,1,10,2,97,N,,,,,,,0,0,0,1,0,0,0
11858933,2,3,2,2,3,43,3,1,1,10,2,97,N,,,,,,,0,0,1,0,0,1,0
11858935,2,2,2,3,5,24,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858936,3,2,2,3,3,30,1,1,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11858936,3,3,2,6,3,28,1,1,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11858936,3,4,2,4,3,26,1,1,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11858939,1,2,2,3,5,22,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858940,1,2,2,3,5,31,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858940,2,2,2,3,5,32,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858940,2,3,2,6,5,5,2,1,1,4,1,97,N,,,,,,,0,0,0,1,0,0,0
11858940,2,4,2,5,5,1,2,2,1,4,1,97,N,,,,,,,0,0,0,1,0,0,0
11858941,1,2,2,3,5,48,3,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858943,1,2,2,3,5,20,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858943,1,3,2,4,5,18,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858943,1,4,2,6,5,19,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858944,1,2,2,3,5,34,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858944,1,3,2,5,5,34,1,2,1,10,2,97,N,,,,,,,0,0,0,1,0,0,0
11858945,1,2,2,4,2,7,3,2,1,7,2,97,N,,,,,,,0,1,0,0,0,1,0
11858945,1,3,2,5,2,6,3,2,1,7,2,97,N,,,,,,,0,1,0,0,0,1,0
11858951,1,2,2,6,5,7,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858952,1,2,2,3,5,28,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858952,1,3,2,6,5,29,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858958,2,2,2,6,5,15,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858963,1,2,2,3,5,50,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858965,2,2,2,3,5,53,3,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858971,2,2,2,3,5,18,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858971,2,3,2,6,5,10,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858971,2,4,2,4,5,5,2,1,1,7,2,97,N,,,,,,,0,0,0,1,0,0,0
11858973,1,2,2,3,5,50,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858973,1,3,2,6,5,3,2,2,1,4,1,97,N,,,,,,,0,0,0,1,0,0,0
11858974,2,2,2,3,2,36,2,2,1,1,2,97,N,,,,,,,0,1,0,0,0,1,0
11858974,2,3,2,6,5,27,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858975,2,2,2,3,5,55,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858975,2,3,2,4,5,9,1,1,1,2,1,97,N,,,,,,,0,0,0,1,0,0,0
11858976,1,2,2,3,5,25,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858976,1,3,2,6,5,2,2,2,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
11858977,1,2,2,3,5,19,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858977,1,3,2,5,5,15,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858980,1,2,2,4,5,9,1,1,1,1,1,97,N,,,,,,,0,0,0,1,0,0,0
11858980,2,2,2,2,5,15,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858980,2,3,2,6,5,15,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858980,2,4,2,4,5,15,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858981,1,2,2,3,5,37,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858983,1,2,2,3,5,21,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858983,2,2,2,3,5,30,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858983,3,2,2,3,5,22,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858985,1,2,2,3,5,49,4,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858985,2,2,2,3,5,24,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858985,2,3,2,4,5,1,2,2,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
11858985,2,4,2,6,5,2,2,2,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
11858989,1,2,99,12,0,,0,0,1,10,3,97,N,,,,,,,0,0,0,0,1,0,0
11858989,3,2,2,3,5,26,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858989,3,3,2,6,5,6,2,2,1,1,1,97,N,,,,,,,0,0,0,1,0,0,0
11858989,3,4,2,5,5,27,2,2,1,2,1,97,N,,,,,,,0,0,0,1,0,0,0
11858989,3,5,2,4,5,35,2,2,1,1,1,97,N,,,,,,,0,0,0,1,0,0,0
11858990,2,2,2,3,5,35,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858991,1,2,2,3,3,17,1,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11858991,3,2,2,3,3,49,1,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11858994,2,2,2,3,5,21,3,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858994,2,3,2,6,5,2,3,1,1,4,1,97,N,,,,,,,0,0,0,1,0,0,0
11858997,2,2,2,3,5,22,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11858997,2,3,2,5,3,18,1,2,1,1,1,97,N,,,,,,,0,0,1,0,0,1,0
11858997,3,2,2,3,5,62,3,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11859000,1,2,2,6,3,11,1,2,1,1,1,97,N,,,,,,,0,0,1,0,0,1,0
11859000,1,3,2,5,3,2,1,2,1,7,1,97,N,,,,,,,0,0,1,0,0,1,0
11859001,2,2,2,5,5,9,4,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11859002,3,2,2,3,5,,2,2,1,1,3,97,N,,,,,,,0,0,0,1,0,0,0
11859003,1,2,2,3,5,15,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11859003,1,3,2,6,5,15,1,1,1,1,1,97,N,,,,,,,0,0,0,1,0,0,0
11859005,1,2,2,3,0,41,0,2,1,10,1,97,N,,,,,,,0,0,0,0,1,0,0
11859005,1,3,2,6,0,29,0,1,1,10,1,97,N,,,,,,,0,0,0,0,1,0,0
11859008,1,2,2,3,5,48,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11859008,2,2,2,3,5,23,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11859008,2,3,2,6,3,0,2,2,1,4,2,97,N,,,,,,,0,0,1,0,0,1,0
11859009,1,2,2,3,5,25,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11859011,1,2,2,3,5,44,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11859057,2,2,2,3,5,57,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860994,1,2,2,3,5,16,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860994,1,3,2,6,5,14,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11860994,1,4,2,4,5,17,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11863299,1,2,2,3,2,23,1,2,1,1,2,97,N,,,,,,,0,1,0,0,0,1,0
11863733,1,2,2,3,5,31,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11863733,1,3,2,4,5,1,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11863733,2,2,2,3,3,14,2,2,1,1,3,97,N,,,,,,,0,0,1,0,0,1,0
11863733,2,3,2,2,3,14,2,2,1,1,3,97,N,,,,,,,0,0,1,0,0,1,0
11863738,1,2,2,3,1,30,2,2,2,1,3,97,N,,,,,,,1,0,0,0,0,1,0
11863738,1,3,2,4,2,30,2,2,1,10,1,97,N,,,,,,,0,1,0,0,0,1,0
11863738,1,4,2,5,1,31,2,1,5,10,1,97,N,,,,,,,1,0,0,0,0,1,0
11863738,1,5,2,6,1,19,2,1,1,10,1,97,N,,,,,,,1,0,0,0,0,1,0
11863738,1,6,2,7,2,20,2,1,1,10,1,97,N,,,,,,,0,1,0,0,0,1,0
11863738,1,7,2,8,2,22,2,1,1,10,1,97,N,,,,,,,0,1,0,0,0,1,0
11863738,1,8,2,9,1,18,2,1,1,10,1,97,N,,,,,,,1,0,0,0,0,1,0
11863739,2,2,2,12,0,10,3,1,1,1,0,97,N,,,,,,,0,0,0,0,1,0,0
11863739,2,3,2,12,0,31,3,2,1,1,0,97,N,,,,,,,0,0,0,0,1,0,0
11863739,2,4,2,12,0,27,3,1,1,1,0,97,N,,,,,,,0,0,0,0,1,0,0
11863742,2,2,2,3,5,33,3,2,1,1,3,97,N,,,,,,,0,0,0,1,0,0,0
11863762,1,2,2,3,5,25,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11863766,1,2,2,3,5,31,3,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11863795,1,2,2,3,5,21,1,1,1,1,3,97,N,,,,,,,0,0,0,1,0,0,0
11863795,1,3,2,4,5,19,5,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11863795,1,4,2,5,5,20,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11863796,1,2,2,4,3,1,2,1,1,4,8,97,N,,,,,,,0,0,1,0,0,1,0
11863797,1,2,2,3,5,27,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11863797,2,2,2,3,5,22,0,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11863799,2,2,2,3,3,58,3,2,1,1,1,97,N,,,,,,,0,0,1,0,0,1,0
11863806,1,2,2,3,5,34,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11863821,2,2,2,3,5,67,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11863828,4,2,2,3,2,57,4,2,1,1,2,97,Y,,,,,,,0,1,0,0,0,1,0
11863829,2,2,2,3,3,33,1,2,1,1,4,97,N,,,,,,,0,0,1,0,0,1,0
11863833,1,2,2,3,2,18,2,2,1,1,8,97,N,,,,,,,0,1,0,0,0,1,0
11863833,2,2,2,3,1,17,0,1,5,10,0,97,N,,,,,,,1,0,0,0,0,1,0
11863833,2,3,2,4,5,2,0,0,5,10,0,97,N,,,,,,,0,0,0,1,0,0,0
11863833,2,4,2,6,5,1,0,2,5,10,0,97,N,,,,,,,0,0,0,1,0,0,0
11863835,1,2,2,6,3,2,1,2,1,4,2,97,N,,,,,,,0,0,1,0,0,1,0
11863837,2,2,2,3,5,26,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11863837,2,3,2,4,5,4,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11863839,2,2,2,3,2,30,1,2,1,1,1,97,N,,,,,,,0,1,0,0,0,1,0
11863841,1,2,2,3,5,20,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11863841,1,3,2,4,5,23,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11863843,2,2,2,3,5,29,1,1,1,1,3,97,N,,,,,,,0,0,0,1,0,0,0
11863843,3,2,2,6,5,3,1,1,1,4,1,97,N,,,,,,,0,0,0,1,0,0,0
11863843,3,3,2,4,5,1,1,1,1,4,1,97,N,,,,,,,0,0,0,1,0,0,0
11863874,1,2,2,3,5,20,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11863879,1,2,2,4,5,11,1,2,1,1,3,97,N,,,,,,,0,0,0,1,0,0,0
11863879,1,3,2,6,2,11,1,2,1,1,3,97,N,,,,,,,0,1,0,0,0,1,0
11863881,2,2,2,4,5,1,1,2,1,4,1,97,N,,,,,,,0,0,0,1,0,0,0
11863881,2,3,2,6,5,4,1,1,1,4,1,97,N,,,,,,,0,0,0,1,0,0,0
11863889,1,2,2,3,5,28,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11863903,4,2,2,3,5,24,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11863903,4,3,2,6,3,8,2,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11863925,1,2,2,4,3,,2,1,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11863925,1,3,2,6,3,,2,1,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11863926,5,2,2,3,5,27,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11863934,1,2,2,3,5,24,2,1,1,1,3,97,N,,,,,,,0,0,0,1,0,0,0
11863940,2,2,2,3,5,26,3,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11863944,2,2,2,3,3,61,2,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
11863947,1,2,2,3,5,22,1,2,5,1,3,97,N,,,,,,,0,0,0,1,0,0,0
11863947,2,2,2,3,5,69,1,1,5,1,2,97,N,,,,,,,0,0,0,1,0,0,0
11863947,2,3,2,4,3,7,1,2,5,7,2,97,N,,,,,,,0,0,1,0,0,1,0
11863947,2,4,2,5,5,7,1,1,5,7,2,97,N,,,,,,,0,0,0,1,0,0,0
