Crash_ID,Damaged_Property
13067485,1614 ASTOR PL
13067488,GUIDE WIRES
13067489,LARGE BUSH/LANDSCAPE STONES
13067496,BARRIER
13067499,CONCRETE OVERPASS SUPPORT
13067501,GUARD RAIL
13067547,METAL LIGHT POLE
13079199,CURB
13079682,RETAINING WALL
13079691,LIGHT POLE
13079693,SAFE WAY RENTAL ENVIRO.-FENCE
13079693,WOODEN ELECTRIC POLE #229515
13079694,GUARD RAIL- 8'
13079700,FENCE (WOODEN PRIVACY)
13079715,30 MPH POSTED SIGN
13079737,BEAUTY PLUS-WALL
13079738,DO NOT ENTER SIGN
13079742,CROSSWALK SIGN
13079742,YIELD SIGN
13079749,NO PARKING SIGN
13079756,UTILITY LIGHT POLE
13079757,LIGHT POLE
13079761,50 FOOT GUARD RAIL
13079762,GUARD RAIL
13079778,LIGHT POLE #394015
13079778,GAURD RAIL
13079779,REFLECTOR POLE
13079801,TELEPHONE POLE #280687
13079803,GUARD RAIL
13079804,"CABLE BARRIER, 100'"
13079810,BUS STOP BENCHES
13079812,STONE SIGN
13081941,"BUSHES, BRICKS TO THE HOUSE"
13081955,UTILITY POLE #272104
13081968,METAL GUARDRAIL
13081972,WILD BIRDS UNLIMITED
13081972,BUILDING
13081979,GUARDRAIL (20 FT)
13081984,METAL TRAFFIC LIGHT POLE
13081984,DO NOT ENTER SIGN AND POLE
13081986,SPEED LIMIT SIGN (45 MPH)
13081988,FENCE/STONE PILLAR
13081989,GUARD RAIL
13081996,COA LEFT ARROW SIGN
13082015,"""ONE WAY"" SIGN"
13082017,"""ONE WAY"" SIGN KNOCKED DOWN"
13082018,POWER POLE
13082019,CHAIN-LINKED FENCE
13082020,STREET SIGN
13094320,GUARDRAIL
13094467,HOME-HOUSE GARAGE-INT. WALL
13094468,STONE PILLAR & LANDSCAPE
13094492,GUARDRAIL
13094497,LANDSCAPING
13094509,CEMENT MEDIAN
13094566,ALUMINUM LIGHT POLE #130160727
13094571,GUARD RAIL
13094599,STEEL POLE
13094649,METAL GATE BENT
13094658,LIGHT POLE 217332
13094688,20FT OF GUARDRAIL
13094707,DAMAGED MAILBOXES (4)
13094713,GAURD RAIL
13094716,STREET LIGHT/SIGN
13094716,MAILBOX
13094719,GUIDE WIRE POLE
13094724,FIRE HYDRANT
13094724,TREE
13094729,DAMAGE TO LIGHT POLE
13106527,ONE WAY SIGN
13110026,GUARDRAIL
13110040,GUARDRAIL DAMAGE
13110045,TX DOT BARRIERS
13110061,TREE
13110087,ELECTRIC POLE 380599
13110095,UTILITY POLE #266626
13110106,ELECTRICAL POLE #393072
13110168,BENCH
13110170,GUARD RAIL
13110177,METAL FENCE
13110177,MAIL BOX
13110182,WOOD POLE I165
13110186,BYCYCLE
13110195,FIRE HYDRANT
13110195,GUARD RAIL
13110197,CITY LIGHT POLE #356963
13110199,RAIL ROAD CROSSING GATE
13110201,STOP SIGN
13110204,LIGHT POLE
13110253,POWER POLE #250640
13110265,MEDIAN WALL
13110266,CONOCO CAR WASH YELLOW PILLAR
13110276,HOUSE-10500 PLAINS TRL
13110277,WOOD & METAL FENCE
13110283,UTILITY POLE
13110283,GUARD RAIL
13110309,GUARDRAIL DAMAGE
13110762,UTILITY POLE
13112629,FIRE HYDRANT
13118049,PHONE BOX #9501
13118053,CONSTRUCTION SIGN
13118072,DIVIDER FOR US 290 HWY EB RAMP FROM N IH
13118077,FENCE
13118077,FENCE
13118086,MAIL BOX
13118115,30' FEET RAIL
13118131,FENCE
13118136,OAK TREE
13118136,ROCK WALL
13118157,WIRE GUARD RAIL
13118158,BICYCLE
13118163,GUARD RAIL X 40 FT.
13118166,CENTER MEDIAN POSTS (9)
13118167,NO OUTLET SIGN
13118176,STOP SIGN
13118177,FENCE ON PROPERTY
13118181,NO PARKING SIGN
13118185,PEDESTRIAN X-ING SIGN
13118187,LIGHT POLE 356935
13118200,GUARD RAIL
13118217,LIGHT POLE-BASE
13118221,GUARD RAIL
13118222,GUARD RAIL
13118225,GUARDRAIL
13118233,GUARD RAIL
13118258,BRICK WALL
13118269,GUARD RAIL & POSTS (20FT RAIL/6 POSTS)
13118285,ELECTRICAL BOX 0061-003024-488
13119291,ONE WAY SIGN
13119318,183 ROAD SIGN (0113457)
13119321,GUARDRAIL
13136018,TREES/SHRUBS
13136026,PEDESTRIAN CROSS WALK SIGN
13136036,LANDSCAPE/PLANTS/IRRIGATION
13136051,GUARDRAIL
13136054,CEMENT BRIDGE PILLAR
13136061,CHAIN LINK FENCE
13136070,TREE
13136075,LANDSCAPING
13136078,GAURD RAIL
13136110,20 FT OF GUARDRAIL
13136114,TRAFFIC DIRECTIONAL SIGN
13136115,FENCE
13136115,WOODEN UTILITY POLE
13136117,LIGHT POLE #378768
13136117,GRASS
13136122,GUARDRAIL N 6 FEET
13136123,LIGHT POLE #255732
13136136,SPEED LIMIT SIGN
13136140,SHRUBS & SMALL TREE
13136142,TREES AND SHRUBS
13136176,ELECTRIC POLE (WOODEN)
13136195,FIRE HYDRANT
13136195,ROCK RETAINING WALL (MINOR)
13136197,3720 FAR WEST BLVD #105 & #106
13136197,ACE CUSTOM TRAILERS: AUSTIN SKINNOW LIMI
13136200,FENCE
13136208,"""DO NOT ENTER"" SIGN"
13136244,GUARD RAIL
13136257,CHAIN LINK FENCE
13136289,LANDSCAPING
13136304,POLE #373188
13136308,GAURD RAIL
13136311,LIGHT AND LIGHT POLE/BASE
13136312,LIGHT POLE # 374045
13136313,FENCE
13136317,GUARD RAIL
13136317,GUARD RAIL
13136322,ELECTRICAL BOX
13136326,GUARDRAIL (50 FT)
13136335,GUARD RAIL
13136337,2 FT POLES IN PARKING LOT
13136339,CITY OF AUSTIN UTILITY POLE #216529
13136344,STREET SIGN
13136344,POLE
13136369,UTILITY POLE #388617
13136378,GATE
13136380,CLEANOUT FOR SEPTIC LINE
13136387,STORAGE BUILDING
13137623,LIGHT POLE 383542
13137629,50 FEET OF GUARDRAIL
13137632,A YIELD SIGN
13137632,DO NOT ENTER SIGN
13144039,TELEPHONE POLE #217628
13144041,CAUTION ARROW TURN SIGN
13144048,PROPERTY FENCE
13144050,"BUS STOP TRASHCANS, BENCH"
13144054,LIGHT POLE (ELECTRICITY)
13144060,FIRESTONE-BRIDGESTONE 6412 S IH 35 SVRD
13144076,"SIGN ""STOP HERE ON RED"""
13144080,GUARD RAIL
13144091,PLANTS
13144091,STOP SIGN
13144094,E RIVERSIDE GUARD RAIL AT IH 36 SOUTH SV
13144094,IH 35 GUARDRAIL 180 FEET
13144098,WOODEN POSTS
13144122,GUARD RAIL
13144133,BICYCLE
13144144,BRICK WALL
13144160,LIGHT POLE #231369
13144165,NATURAL GAS HIGH PRESSURE BARRIER
13144168,SIGNAL BUTTON (NE CORNER)
13144169,REFLECTIVE TRAFFIC CONTROL ARROW
13144180,CITY OF AUSTIN-GUARDRAIL (MINOR)
13144192,METAL GUARD RAIL
13144209,POLE #340868
13144221,GUARD RAIL
13144222,BRICK WALL
13144229,SBC UTILITY POLE #234624
13144241,UTILITY POLE
13144250,METAL FENCE (50 FEET)
13144258,SIGN POLE
13144259,FENCE & GATE
13144260,GUARDRAIL
13144265,FIRE HYDRANT
13144273,LIGHT POLE 388049
13144277,UTILITY POLE GROUNDING WIRE
13144277,FIRE HYDRANT
13144289,GATE
13144293,HIGHWAY TOLL GUARD RAIL 50FT
13144320,"POLE, POWER LINES"
13144329,"CONCRETE BARRIER WALL, LIGHT POLE"
13150226,PEDESTRIAN CROSSING SIGN
13150226,FM2222 ROAD SIGN
13150238,3 METAL POLES KNOCKED OVER
13152770,WOODEN POST/SUPPORT CABLES FOR UTILITY P
13152772,STREET SIGN
13152779,DISCOUNT TIRE
13152786,MAILBOX
13152786,MAILBOX
13152813,GUARD RAIL
13152814,CITY TRAFFIC CONTROL SIGNAL IH 35 SVRD S
13152821,METAL GATE/GARAGE DOOR
13152826,FENCE
13152852,CITY OF AUSTIN FIRE HYDRANT
13152909,CITY OF AUSTIN LIGHT POLE
13152913,PED CROSSING SIGN
13154280,RETAINING WALL
13154306,GARAGE DOOR
13154306,ROD IRON FENCE
13154335,PRIVACY FENCE
13154346,"MAILBOX, SHRUBS"
13154346,RESIDENCE EXTERIOR WALL
13154354,FIRE HYDRANT
13154360,ONE WAY SIGN (KNOCKED OVER)
13154361,ITS TRAFFIC CENTER CONTROLLER
13154373,BICYCLE FRONT TIRE
13154386,GRAY POLE (CONCRETE)
13156082,ST SIGN/STOP SIGN/POLE
13156099,DAMAGE TO A WOODEN FENCE
13156099,10Y OF WOODEN FENCE DAMA
13169018,LIGHT POLE
13169021,RETAINING WALL UNDER BRIDGE
13169022,STOP SIGN (NW CORNER) ALLANDALE/WYNONA D
13169029,POLE #395849
13169039,BONAVENTURE APARTMENTS 1410 JOE SAYERS B
13169041,STOP SIGN/ROAD SIGN
13169048,STOP SIGN AT S MEADOWS AND PARKFIELD
13169107,TRAFFIC LIGHT
13169124,ROAD BARRIER
13169135,UNKNOWN MODEL 12 SPEED BIKE
13169137,GUARDRAIL
13169180,LAND SCAPEING FOR ABUELO'S MEXICAN RESTA
13169202,MAILBOX
13169264,TREES IN CENTER MEDIAN
13169307,GUARDRAIL & POST
13169384,FUEL PUMP
13170414,POLE W/ SIGNS (3)
13171167,STOP/ONE-WAY SIGN
13171172,HIGHWAY BARRICADE
13171177,CURBLINE/EAST
13171177,FIRE HYDRANT
13171207,50' OF CHAIN LINK FENCE
13171221,BRICK MAIL BOX & LANDSCAPING
13171221,BRICK MAIL BOX
13171240,BICYCLE
13171249,WOODEN FENCE
13171271,30-50 YRD GUID WIRE DIVIDER
13171288,CEMENT CURB
13171296,SALEM WALK APT. BLDG. 14
13171327,1806 W. STASSNEY (BUILDING)
13171333,FENCING
13171346,ROCK WALL DAMAGE
13171357,DIVIDING GUARDRAIL FOR ANDERSON MILL EXI
13171389,50 FT. GUARDRAIL
13171402,DIETZ MEMORIAL SIGN
13171412,MAIL BOX POST
13171413,TREE
13171461,FIRE HYDRANT
13171746,FRONT OF RESIDENCE DAMAGE
13172999,OAK TREES (3)
13176069,4X4 POST
13182973,LOADING DOCK WEDGE
13187121,SE CORNER OF E1
13187126,STREET SIGN
13187128,UTILITY POLE #312840 SHOOL ZONE SPEED
13187138,GUARDRAIL BETWEEN BUILDING
13187209,FENCE
13187209,FENCE
13187232,BRICK WALL
13187255,RESIDENCE
13187271,PLUMBING PIPE
13187279,CEMENT WALL OF RESEARCH PAPER NB
13187297,HWY SIGN
13187299,GUARD RAIL
13190310,GUARDRAIL
13190324,SIGNAL LIGHT BOX
13190350,GAURD RAIL
13190351,PED CROSSING SIGN (E51ST/AIRPORT)
13190353,TREE
13190382,SOUTHWESTERN BELL BOX
13190383,CHAIN LINK FENCE
13190394,ONE WAY SIGNAL
13190419,STONE MAILBOX
13190422,PROPANE CAGE
13190427,BRICK WALL
13190432,UTILITY POLE
13190477,GUARD RAIL
13190741,UTILITY POLE #272192
13190826,SHELL GAS STATION GAS PUMPS
13190826,SHELL GAS STATION BUILDING
13196882,ELECTRICAL POLE
13196885,TWO SIGNS ON SIDE OF ROAD
13197184,40 FT OF GUARDRAIL
13197193,GAURD RAIL
13197223,GUARDRAIL
13197229,DAMAGE TO HOME
13197234,CONSTRUCTION EQUIPMENT & MATERIALS
13197236,MAILBOX
13197254,BARRIER WALL INSIDE SHOULDER
13197259,5113 S. PLEASANT VALLEY
13197265,GUARD RAIL
13197276,BUILDING (WINDOW AREA)
13197306,GUARD RAIL DAMAGE AND POST
13197319,GUARDRAIL
13197346,LIGHT POLE
13197354,LIGHT POLE #363283
13197393,SIGN (HWY 290/71)
13197394,TIRE FROM 18 WHEELER
13197422,6101 SALCON CLIFF DR (FRONTAGE OF HOUSE)
13197424,FENCE
13197426,LAWN
13203404,MAILBOX/LANDSCAPE
13203418,6' PRIVACY FENCE (WOODEN)
13203420,UTILITY LIGHT POLE #210545
13203421,FENCE
13203421,POLE #235502
13203425,TRAFFIC LIGHT POST
13203452,ABIA FENCING
13203474,CENTER MEDIAN 183
13203493,GUARDRAIL
13203499,CHAIN LINK FENCE
13203500,GUARD RAIL
13203514,FENCE
13203539,IRON FENCE
13203561,DROVE THROUGH FENCE
13203564,PROPERTYS FENCE
13203566,STONE WALL AT 1801 POLO RD
13203599,DAMAGE TO GUARD RAIL
13203609,10-15 FT OF GUARDRAUL DAMAGE TO SIH 35 O
13203611,EXIT GATE AT END OF SNEED CURE
13203634,ELECTRICAL TOWER #211850
13203637,GUARDRAIL
13203651,GUARDRAIL-20 FEET
13203675,TELEPHONE POLE #250864
13203679,LED CAMERA POLE #51
13203679,"FENCE, YARD, PLANTS"
13203685,GUARDRAIL
13203694,LIGHT POLE #392902
13203708,CITY OF AUSTIN (TRASH CAN)
13203733,STOP SIGN
13203744,MOTORIZED GATE
13203876,UTILITY POLE 263835
13203946,TX DOT BRIDGE MONTOPOLIS BRIDGW
13204387,CERBELO VROOMEN BICYCLE
13204388,TREE
13205306,METAL RAILING
13209184,WIRE MEDIAN BARRIER
13211736,CONCRETE BARRIER
13214857,SECURITY GATE
13216654,LANDSCAPE
13216672,FENCE
13216687,WATER PIPE & PRIVATE STOP SIGN
13216697,HANDICAP SIGN/POLE
13216734,UTILITY POLE
13216738,AUSTIN ENERGY UTILITY POLE #240648609
13216761,100 FT GUARD RAIL
13216763,BUSINESS SIGN
13216832,CAP-METRO BUS STOP
13216843,GUARDRAIL
13216875,MESSAGE BOARD
13216882,LIGHT POLE #362877
13216883,RETAINING WALL
13216883,PARK HIKER BIKE EAST TRAIL
13216907,GUARDRAIL
13217131,HOUSE
13217132,LIGHT POLE
13219867,"DAMAGED FIRE HYDRANT (COST $2,500.00)"
13219867,"DESTROYED PLAYSCAPES (COST $7,098.00)"
13219867,"DESTROYED 4"" WOODEN FENCE(COST$4,000.00)"
13219867,DESTROYED MAILBOX (COST $450.00)
13223597,FENCE
13224466,"8"" TREE"
13224475,RESIDENCE
13224477,YIELD SIGN
13224482,CITY OF AUSTIN LIGHT POLE
13224485,TELEPHONE POLE
13224486,150 FT. GAURD RAIL
13224500,HIT BUILDING WALL
13224500,BROKEN WATER PIPE
13224502,RAILROAD CROSSING SIGNAL
13224537,BRICK MAILBOX
13224544,STREET POLE
13224547,3RD CEMENT BRIDGE PILLAR @ CAMERON RD N
13224547,CAMERON RD N W SIDE
13224556,LIFT GATE BARRIER
13224562,WHITE ROCK LANDSCAPING ROCK
13224562,A TWO POLE YELLOW DIRECTIONAL SIGN
13224568,CONCRETE WALL
13224586,FENCE-WOODEN
13224589,PRIVACY WOOD FENCE
13225265,CITY ELECTRIC POLE
13225265,TOWNE CROSS APTS
13225277,FENCE/STONE MAILBOX
13225287,GUARDRAIL DAMAGE
13225298,20' FEET CHAIN LINK FENCE
13229741,UTILITY POLE GUIDE WIRE #229569
13229747,LIGHT POLE
13229766,FENCE
13229779,GUARD RAIL
13229807,YARD/TREE
13229810,GUARDRAIL DAMAGE
