Crash_ID,Damaged_Property
12524591,BICYCLE
12524859,HAZARD SIGN
12524861,GUARDRAIL/WOODEN POSTS
12524907,GAS PUMP
12524918,TREE
12524918,GARAGE DOOR/HOME
12524934,BOAT
12524934,BOAT TRAILER
12524935,STREET LIGHT POLE #368240
12524935,SIDE WOOD FENCE
12524940,GUARD RAIL ON RAMP
12524944,WALL (EXTERIOR)
12524988,GUARDRAIL DAMAGE 4400 BLK N. MOPAC N/B
12525006,LIGHT CONTROL BOX (TRAFFIC)
12525026,GUARDRAIL
12525111,GUARD RAIL
12525128,FENCE AND TREE
12525134,MAILBOX
12525155,JUST W EMERALD FOREST
12525155,NO PARKING SIGN
12525160,LIGHT/SIGN
12525174,STOP SIGN
12525200,"TREE, LAWN, MAILBOX"
12525206,WIRE FENCE & POST
12525208,DIRECTIONAL SIGN
12538727,3 WIRE CRASH FENCE
12539161,BUS STOP
12539164,MERGE SIGN
12539177,UTILITY POLE 225199
12539180,FENCE/FENCE POST
12539185,POLE (#2034110)
12539188,STEEL LIGHT POLE #381795
12539198,WOODEN TELEPHONE POLE #292615
12539200,BARRIOR IMPACT ABSORBER
12539203,FENCE
12539207,SIGNS/FIRE HYDRANT
12539221,WALTER DAVIS SR. YOUNG ADULT CENTER
12539229,GUARD RAIL
12539239,UTILITY POLE
12539239,FENCE
12539302,FIRE HYDRANT
12539302,SHRUBS
12539317,GUARDRAIL
12539371,LIGHT POLE
12539371,FIRE HYDRANT
12539387,TRAFFIC SIGN
12539388,"""SAVE 5CENTS"" SIGN-SHELL PLOT"
12539395,FIRE HYDRANT
12539411,2 DIRECTIONAL SIGNS
12539430,STOP/STREET SIGN
12539430,GUARD RAIL
12546225,CABLE BARRIER
12558763,TRAFFIC SIGNAL
12558790,LIGHT POLE
12558795,TREES & SHRUBS FRONT YARD
12558802,GUARD RAIL
12558803,ELECTRICAL POLE
12558804,CONCRETE LOADING DOCK
12558807,BRICK WALL AND MULCH
12558878,STAND ALONE BRICK WALL/SIGN
12558885,TXDOT RR CROSSING SIGN #N200BB
12559002,BUILDING/BUSINESS
12559003,OAK TREE ON PROPERTY
12559013,20' GUARD RAIL
12559147,CHAIN LINK FENCE
12559150,BICYCLE ROUTE SIGN
12559157,CHAIN LINK FENCE
12559158,EXTERIOR BUILDING WALL
12559220,TELEPHONE/ELECTRICAL POLE
12559229,DAMAGE TO 608 ALLEN
12559233,HOUSE
12559233,FENCE
12559236,FIRE HYDRANT
12559250,AUSTIN LIGHT POLE
12559267,PROPERTY FENCE
12559267,GUARD RAIL
12559274,BUS STOP SIGN & TRASH CAN
12559274,BIKE LANE SIGN
12559291,TREE
12560268,LIGHT POLE (272687)
12560283,METAL POLE & CABLES
12560312,BLDG 2707 #703
12560322,ENTIRE NORTH WINDOW/WALL
12560336,CYCLONE FENCE
12560336,"POWER POLE ""GUY WIRE""; BUS STOP SIGN"
12560360,FENCE DAMAGE
12560370,PRIVACY FENCE
12560370,PRIVACY FENCE
12560397,METAL GUARD RAIL
12560398,CAPITAL METRO SIGN
12560400,GUARDRAIL
12560454,MAIL BOX
12560506,RESIDENTIAL HOME
12560510,GARAGE OF 4405 DOVEWOOD DR.
12560521,FIRE HYDRANT
12560553,BRICK RETAINING WALL
12560554,BUSHES
12560556,TREE
12560564,COA ELECTRIC POLE #284058
12560569,PARKING LOT LIGHT POLE
12560571,LAMP POST
12560586,LIGHT POLE
12560590,BRICK WALL
12561232,STREET SIGNS
12561232,TRASH CAN
12561234,RESIDENCE
12561257,GUARD RAIL
12561258,GUARDRAIL
12561263,WOODEN FENCE
12574948,11003 PLAINS TRAIL (FENCE)
12575156,GATE-METAL
12575159,LARGE METAL LIGHT POLE & TRAFFIC LIGHTS
12575168,CITY OF AUSTIN
12575168,UTILITY POLE #384111
12575317,GUARD RAIL OVER SB 35
12575325,GUARDRAIL SIGN/GUARDRAIL-50FT
12575326,WIRED GUARD RAIL
12575346,FENCE
12575357,FENCE
12575368,METAL SIGN FOR FIBER OPTIC
12575374,LIGHT POLE #385457
12575390,HOUSE & YARD & FENCE
12575402,GUARD RAIL(3-4 FEET)
12575445,CITY SIGN
12575457,20+ FEET OF GUARDRAIL
12575481,"CEMENT/ROCK MAILBOX 2'X2"""
12575572,TOW AWAY SIGN
12576452,"BICYCLES, RACKS, SIGNS, POTS, BLDG"
12576452,BUS STOP BENCH
12584792,EXIT GATE FROM APT COMPLEX
12584816,6FT WOODEN FENCE
12584819,BUS STOP SIGN
12584819,BUS STOP TRASH CAN
12584823,STOP SIGN AT INTERSECTION
12584842,CABEROLE SALSA 12 SPEED BICYCLE (1500.00
12584846,BRICK MAIL BOX
12584850,STONE RETAINING WALL
12584856,FRONT SLIDING GATE
12584865,PARKING METERS 417 & 415
12585271,GUARD RAIL & WOODEN POSTS
12587615,YARD
12587781,ELECTRICITY POLE #343064
12587782,MOBILE HOME
12587790,LIGHT POLE #388022
12587821,MAILBOXES
12587823,POLE
12587826,FRONT OF RESIDENCE STRUCTURE
12587899,KEEP RIGHT SIGN
12587998,GUARD RAIL
12588006,BRUSH AND SEVERAL CEDAR TREES
12588026,GUARDRAIL
12588030,FRONT WINDOWS OF STORE
12588058,LIGHT POLE N/W CORNER (#364637)
12588136,CROSSWALK SIGN
12588136,LANDSCAPING
12588151,FRONT RAMP TO ENTRANCE OF OFFICE
12588160,ROCK WALL
12588179,FIRE HYDRANT
12588218,STOP SIGN
12588229,SOUTH ENTRANCE GATE
12588229,1 TREE
12596288,SIGN KNOCKED DOWN
12596345,TREE
12596347,EXTERIOR WALL/PILLAR
12596349,METAL FENCING
12596360,TREE
12596361,ONE WAY SIGN
12596481,LIGHT POLE
12596487,WOOD PRIVACY FENCE
12596495,GUARD RAIL
12596496,LIGHT POLE
12596502,CITY OF AUSTIN UTILITY POLE
12596551,20 FEET OF GUARDRIAL
12596559,LIGHT POLE #366750
12596570,LIGHT POLE
12596582,BRICK PILLAR
12596588,REFLECTOR ON POLE
12596593,GUARDRAIL
12596598,LANDSCAPE
12596603,WOOD POSTS
12596604,STREET LIGHT
12596608,GUARD RAIL
12596609,UTILITY POLE 364962
12596616,ROCK WALL
12596668,GUARDRAIL
12596670,GUARD WIRE CABLE
12596684,6' OF CHAIN LINK FENCE DAMAGED
12596685,TELEPHONE POLE #R11314 5100 BLVD N IH 35
12596688,GUARDRAIL
12596691,SEWER MAN HOLE COVER
12596691,IRON FENCE
12596719,LIGHT POLE #378847
12599244,BICYCLE
12601395,SPORT COURT POLE/ACCESSORIES
12603913,POWER POLE
12603916,TRAFFIC SIGNAL LIGHT
12603948,20 FT. OF FENCE LINE
12603966,TRASH CAN
12603966,BENCH
12603969,SOUTH CONGRESS TRAFFIC SIGN
12603970,CHAIN LINK FENCE
12603989,STOP SIGN
12603990,GUTTER DRAIN/CONCRETE DRAIN
12603995,GUARRAIL AND POSTS
12604006,GARAGE
12604019,BUILDING/PAY PHONE
12604023,MAIL BOX
12604029,STOP SIGN/ONE-WAY
12604035,STREET LIGHT POLE #394007
12604044,ELECTRICITY POLE
12604055,FENCE LINE
12604064,GUARDRAIL
12604083,FENCING (METAL CHAIN)
12604097,DRAIN FENCE
12604097,MAIL BOX
12604120,ROCK WALL (OLD)
12604120,ELECTRIC POLE #353646
12604121,CAPITAL METRO SIGN #303
12604128,POLE
12604154,DAMAGE TO BILLBOARD
12604179,FRONT SIDE OF A HOUSE
12604205,APPROX 10FT OF GUARD RAIL
12604227,LIGHT POLE #388572
12604230,GUARD RAIL DAMAGE
12608839,GAURD RAIL ON SOUTHEAST CORNER OF CAMERO
12608892,LIGHT POLE #391414
12608904,CITY LIGHT POLE
12608908,GUARDRAIL
12609056,GUARDRAIL DENTED
12609118,CONCRETE SIDEWALK/CURB
12609157,OAKTREE/LANDSCAPING
12609270,IRON FENCE
12609270,BRICK APARTMENT ENTRANCE
12609282,ROOF SUPPORT ON PORCH/FENCE/TREE
12609341,TRAFFIC POLE FOR LIGHT
12609382,YARD & FLOWER BED
12609382,ELECTRICAL BOX
12609396,20FT OF GUARDRAIL
12609438,GUARDRAIL
12609445,STREET SIGN
12609445,STREET SIGN
12609452,FLOWER BED/PIPE
12609455,DIRECTIONAL ARROW SIGN
12609457,UTILITY POLE 287062
12609459,METAL GUARD RAIL AND WOOD POSTS
12610060,WALL (STONE)
12610086,GUARD RAIL
12610087,ELECTRICITY POLE
12610088,STOP/STREET SIGN
12610090,"TREE, GRILL, TRASH BINS"
12610413,CHAIN LENGTH FENCE & MAILBOX
12612284,"GUARDRAIL, 200 OF PAVEMENT GOUGED 1.5 M"
12612287,WHATABURGER
12612324,GUARDRAIL
12614306,LIGHT POLE TRAFFIC CONTROL
12614387,CYNDER BLOCK
12614387,FIRE HYDRANT
12614466,CHAIN LINK FENCE
12614525,CAPITAL METRO BENCH/TRASH CAN
12614525,PRIVACY FENCE
12614557,STOP SIGH & POLE
12614563,FENCE OF APARTMENT COMPLEX
12614625,UTILITY POLE
12614668,LIGHT POLE #335430
12614700,LIGHT POLE
12614760,LARGE BUSHES
12614760,POLE
12614909,STOP SIGN & FIRE HYDRANT
12614909,FRONT YARDS
12614919,TREES/LANDSCAPING
12614920,BARRIER OF RAMP
12614970,LIGHT POLE
12614972,GUARDRAIL
12614974,FENCE
12614981,YARD/GRASS/ROCKS
12614983,"""ONE WAY"" SIGN"
12618107,CITY LIGHT POLE & HARDWARE
12618123,ELECTRIC POLE
12618146,CROSSWALK LIGHT
12618155,CROSS WALK SIGN
12618155,TXDOT CAMERA POLE
12618165,"CONCRETE FENCE, TREE'S IN BACKYARD, BACK"
12619867,PEDESTRIAN CROSSING SIGNAL
12619904,SIGNAL LIGHT POLE
12624326,CONCRETE MEDIAN
12629204,PEDESTRIAN CROSSING SIGN
12629204,TREE
12629205,PALM TREE
12629216,LANDSCAPING
12629232,WOODEN PIERS FOR GUARDRAIL
12629236,GUARDRAIL
12629239,POSTED SIGN FOR CLOSED CROSSWALK
12629240,FENCING
12629244,UTILITY POLE
12629244,TRAFFIC SIGN
12629246,BICYCLE
12629256,HOUSE
12629257,SOUTH CURBLINE OF 3000 MANCHACA
12629262,LIGHT POLE #382139
12629466,JUSTIN/REECE STREET SIGNS
12629466,STOP SIGN AND POST
12629481,CABLE BOX
12629485,YIELD SIGN
12629489,CRASH BARRIER/GUARD RAIL
12629491,SIGN
12629515,"""NO TRUCKS"" ROAD SIGN"
12629530,TREE
12629541,FIRE HYDRANTE
12629541,STREET SIGN
12629544,METAL PIPE
12629567,WOODEN POLE #218694
12629567,WOODEN SIGN
12629572,GATE (ENTRY)
12629617,METAL POLE/CABLES ATTATCHED TO POLE #294
12629619,20'-30' OF GUARD RAIL
12629631,STREET/STOP SIGN
12629660,"WATER LINE, GAS LINE"
12629660,STRUCTURAL
12629668,CABLE GUARDRAIL
12629669,HIGH WAY EXIT SIGN
12629674,GUARD RAIL
12629691,FENCE
12629713,TELEPHONE POLE
12634655,STONE WALL ON S CURBLINE
12634661,STEEL GATE POST
12634662,FLAG POLE
12634667,GUARD RAIL
12634669,100 FT OF GUARDRAIL
12634671,PARKIGN SIGN
12634673,DROVE INTO FLOWERBED
12635841,STOP SIGN
12635842,ENTRANCE GATE
12635852,SOME DAMAGE TO GUARDRAIL
12635874,ONE-WAY SIGN
12635905,TREE IN BACK YARD
12635905,WOODEN PRIVACY FENCE
12635923,GUARD RAIL
12635924,WOOD PRIVACY FENCE
12635927,COIN OP TELEPHONE
12635946,TELEPHONE POLE#303512
12635952,STREET SIGN
12635962,GUARD RAIL
12636022,MEDIAN BARRIER (WIRE)
12636024,TREE
12636030,GAS PUMP
12636032,STOP SIGN
12636054,SMALL TREE
12636072,20 FT OF GUARD RAIL
12636073,GUARD RAILS
12636083,100FT. STEEL CABLE
12636092,LIGHT POST 209513
12636093,HOUSE
12636109,LANDSCAPE
12636111,GUARDRAIL
12636112,LOOP 1 SIGN
12636119,RED BRICK MAILBOX
12641791,ELECTRICITY POLE/WIRES #323026
12641794,GUARD RAIL POSTS (WOODEN)
12641794,TRAFFIC SIGN
12641799,LIGHT POLE/STREET LIGHT
12641834,"GUARD RAIL, 20'"
12641838,GUARDRAIL
12641844,CITY OF AUSTIN WATER PIPE
12641845,BRICK PILLAR
12641845,IRON STAIR CASE/METAL BENCH
12641864,GUARD RAIL
12641864,STOP SIGN & STREET SIGN
12641885,PAINT ON STEEL POST
12641887,FENCE & POLE SEPERATING NB & S/B
12646645,WOOD POSTS METAL GUARD RAIL
12646649,NO PARKING SIGN
12646773,CONCRETE BARRIER-CRACKS
12646773,"GUARDRAIL-PAINT X-FER, SCRATCHES"
12646777,STREET SIGN
12646831,SIGNAL/STREET LIGHT #381443
12646890,FENCE APPROX 30 FT
12646905,YIELD SIGN
12647005,WOODEN PLANTER
12647017,ELECTRIC POLE
12647017,RAILWAY SIGN
12648783,CONCRETE MEDIAN/ DIVIDER
12648788,NORTH ENTRANCE/GATE
12648791,STOP SIGN & ONE WAY SIGN
12648798,SCHOOL ZONE SIGN
12648807,GUARD RAIL
12648809,COMMUNICATIONS HUB
12648812,CONCRETE PILLAR
12648817,GUARD RAIL
12648824,ELECTRICAL POLE
12648830,CITY OF AUSTIN SIGN
12648834,METAL TRAFFIC SIGN POST
12648851,"JERSEY BARRIER MOVED 6"" WEST BY IMPACT"
12648858,TELEPHONE POLE
12648870,TRAFFIC SIGN
12648870,FIRE HYDRANT
12648921,GUARDRAIL
12648923,TREE
12648926,3701 WEBBERVILLE ROAD
12648938,FIRE HYDRANT
12648961,"""WRONG WAY"" SIGN"
12648968,PRIVACY FENCE & ELECTRICAL CONDUIT
12648986,GUARDRAIL DAMAGE
12650501,GUARD RAIL
12651106,UTILITY POLE
12658427,LANDSCAPING
12660029,RAILROAD CROSSING ARM
12660227,GUARD RAIL
12660242,GUARDRAIL
12660248,GUARDRAIL DAMAGE
12660254,GUARD RAIL CONCRETE DAM
12660314,2 TREES
12660328,MAIN GATE WALL
12660358,FENCING
12660359,GUARD RAIL
12660362,GUARDRAIL
12660366,CHAIN LINK FENCE
12660401,GUARDRAIL
12660411,NO PARKING SIGN
12660413,"GUARD RAIL DAMAGED $15,000"
12660423,ELECTRICAL POLE #204888
12660423,S. IH 35 ENTRANCE SIGN
12660441,TELEPHONE POLE
12660441,BUILDING
12660452,FENCE & LANDSCAPE
12660456,CONCRETE DIVIDER
12662602,"908 E 38TH 1/2 STREET, RESIDENCE"
12662608,CONCRETE POLE
12662611,UTILITY POLE
12662623,TORCHY'S TACOS
12667733,LIGHT POLE #379124
12668272,PRIVACY FENCE
12671876,FRONT PORCH/YARD - RESIDENCE
12674723,WIRES-ELECTRICAL
12674726,GATE
12674740,"TELEPHONE POLE, GURED WIRES"
12674765,FENCE
12677381,CONSTRUCTION SIGN
12677491,STONE FENCE OF 11412 SIERRA BLANCA
12677519,MAILBOXES
12677533,TELEPHONE POLE
12677541,TREE
12677549,TOWING SIGN
12677550,GUARDRAIL
12677559,SHOPPING CART BARRIER
12677605,BUS STOP BENCH/TRASH CAN
12677608,FENCE
12677611,POLE ADJ TO 233581
12677618,UTILITY POLE #312257
12677731,FIRE HYDRANT
12677733,"GREEN ""EXIT"" SIGN"
12677736,MAN HOLE COVER
12677742,MAILBOX
12677744,TELEPHONE/POWER POLE
12677772,GUARDRAIL (20 FT)
12677892,TRAFFIC SIGN
12677892,FIRE HYDRANT
12677904,"LANDSCAPING, TREES DESTROYED"
12677914,CITY OF AUSTIN FIRE HYDRANT
12677914,MAILBOX
12678044,TELEPHONE/POWER POLE
12678049,BUILDING/STAIRCASE
12678049,FENCE
12678057,NO DATA
12678057,LANDSCAPING STRUCTURE
12678058,BUSHES
12678095,ROAD SIGN/METAL POST
12678108,60FT GUARDRAIL
12678110,LIGHT POLE (#287920)
12678115,GUARD RAIL
12678117,DAMAGE TO LAWN
12678117,LIGHT POLE
12678125,TREES
12678131,BUSINESS SIGN
12678133,GUARD RAIL
12678155,STONE TRASH CAN
12678155,TREE
12678272,LIGHT POLE
12678275,HOUSE
12678275,ROCK FENCE
12678279,AT&T BOX
12678327,LAWN
12678329,GUARD RAIL
12678464,TXDOT TURNING LANE SIGN
12678628,UTILITY POLE #291033
12678630,UTILITY POLE
12678631,HIGHWAY SIGN
12678667,FENCE
12678667,FENCE
12686497,TELEPHONE/CABLE WIRES
12686504,EXIT SIGN AT SOUTH BOUND
12686662,STRUCTURE-BUILDING 22 GARAGE
12686669,POLE #389421
12686681,FIRE HYDRANT
12686693,OPTIC CABLE (PLASTIC POLES) #00145
12686709,UTILITY POLE 272286
12686812,FENCE
12686818,METAL SCHOOL ZONE STREET SIGN
12686825,STREET SIGN
12686829,HOME
12686829,HOME
12686837,TREE
12686844,STREET SIGNS
12686848,MAIL BOX DESTROYED
12686852,BRICK MAILBOX
12686879,POLE #260514
12686890,METAL GUARDRAIL
12686892,STREET SIGN
12686894,HEDGES/BUSHES
12686903,CHURCH FENCE
12686903,PLAYGROUND EQUIPMENT
12688254,STREET SIGN
12688254,STONE-ADDRESS SIGN
12693171,15 FOOT GUARD RAIL/ POLES
12696836,3 COMMUNITY MAILBOXES
12696860,GUARD RAIL
12696885,SIGN
12696887,TRAFFIC LIGHT POLE
12696892,ONE WAY SIGN
12696902,LIGHT POLE #345388
12696932,INSIDE CONCRETE BARRIER WALL
12696937,FIRE HYDRANT
12696956,ACE CASH EXPRESS
12696967,GAS STATION
12696979,AUSTIN ENERGY LIGHT POLE #391482
12697002,TELEPHONE POLL #263570
12697009,"WALL OF ""COIN WASH"""
12697038,GUARD RAIL ENDCAP PLUS 2 FEET OF GUARD R
12697043,WOOD FENCE
12697085,STATE HIGHWAY SIGN
12697748,ATTENUATOR
12697755,UTILITY POLE #223924
12697755,MYRTLE TREE
12697758,COA LIGHT POLE #367857
12697760,HOUSE
12699260,YIELD SIGN KNOCKED OVER
12705144,LANDSCAPING/TREES/WATER VALVE CONCRETE D
12705183,POWER LINES/POLES
12705519,SIGNAL LIGHT POLE
12705522,30FT OF GUARDRAIL
12705529,FIRE HYDRANT COA
12705529,APARTMENT GATE
12705775,TRAFFIC PYLONS
12705791,AIRPORT PERIMETER FENCELINE
12705805,GUARD RAIL
12705832,GUARD RAIL
12705839,HOUSE/GARAGE BRICKS
12705839,SEVERAL TREES
12705842,GUARDRAIL
12705845,SPEED LIMIT SIGN-40 MPH
12705924,STREET WARNING SIGN
12705929,GUARD RAIL (APPROX 70 FT)
12705932,BUSHES
12705946,1 DOOR PANEL (NORTH ENTRANCE)
12705948,BUSHES DESTROYED
12706018,LAWN/TREE
12706073,LANDSCAPE/BUSHES
12706074,DAMAGE TO 20 FT OF FENCE
12706142,BRICK RETAINING WALL
12706148,CONCRETE RETAINER WALL
12706185,"FENCE TO 1908, CONCHO ST"
12706185,TELEPHONE #255844
12706188,TREES
12706200,OAK TREE AND LANDSCAPING
12706202,GUARDRAIL
12706214,RAILING FENCE
12706245,EAST METAL GATE
12706250,10' GUARD RAIL
12706259,STOP SIGN BLESSING/ANDERSON
12706261,DAMAGE TO SIDE OF HOUSE
12706264,TREE
12706268,GATE
12706288,GUARD RAIL WIRE
12706326,CABLE BARRIER (150' WORTH)
12706336,AUSTIN ENERGY UTILITY POLE
12706359,GUARDRAIL
12706365,CONSTRUCTION SIGN
12707755,UTILITY POLE
12711237,MURCHISON MIDDLE SCHOOL MAIN BUILDING
12712101,TELEPHONE POLE GUIDE WIRES
12712159,TREK BIKE
12712159,TAG HEUR WATCH
12712180,GUARDRAIL-40'
12712189,BUILDING-11204 BLUFF BEND DR
12712196,MAILBOX DAMAGED 8310A
12712196,MAIL BOXES DAMAGED 8308A & 8308B
12712199,"BUILDING, WINDOW"
12712929,FENCE
12712934,OAK TREE
12712962,STOP SIGN WITH STREET SIGNS
12712968,MAXUM BOAT TX TAG#3522HX
12712968,FENCE (CHAINLINK) APPROX 75-100FT
12717902,40' GUARD RAIL
12717911,TREE & YARD DAMAGE
12717911,STREET LIGHT POLE #207707
12717924,AIR/WATER PUMP @ SHELL STATION
12717953,ACCESS GATE
12717993,CROSSWALK LIGHT & POLE
12717997,STONE WALL
12718012,100FT. OF GUARDRAIL
12718034,TREE/LANDSCAPING
12718034,HOUSE (FRONT)
12718066,BARBED WIRE FENCE
12718069,POLE-249242
12718069,FENCE & MAILBOX
12718080,RAIL FENCING
12718113,GURADRAIL
12718131,FIRE HYDRANT
12718134,30 FT GUARD RAIL
12718139,"""DO NOT ENTER"" SIGN"
12718141,7616 HANEY DR.
12718143,GUARD RAIL
12718150,TREE
12718152,POLE #323987
12718210,FENCE
12719905,GUARDRAIL
12720401,STREET SIGN
12722150,BYCYCLE THAT WAS ATTACHED TO BUS
12722152,CABLE & POLE
12722317,HOUSE
12722332,ELECTRICAL POLE #262497
12722339,SERVICE STATION SIGN
12722342,RETENTION WIRE (40A)
12722361,HOUSE
12722365,LIGHT POLE 396102
12722380,STOP SIGN/STREET SIGN
12722390,GUARDRAILING
12722403,GUARD RAIL
12722407,2 SECTIONS OF FENCE AT 3401 W PARMER LN
12723030,COLLAPSABLE CENTER GUARD RAIL
12731961,WATER LINE (COPPER)
12733489,LIGHT POLE (#385955)
12733492,PHONE POLE 1507
12733535,WATER MAIN
12733535,LIGHT POLE
12733539,GUARD RAIL
12733614,TELEPHONE POLE #253395
12733628,9007 GARAGE SIDING
12733634,GAURD RAIL
12733641,US HWY 183 SIGN
12733665,TRAFFIC LIGHT POLE
12733674,METAL BARRICADE & CABLE 30'
12733698,CHAIN LINK FENCE
12733703,ONE TREE DAMAGED
12733728,POLE IN GARAGE
12733733,FENCE
12733736,TRAFFIC LIGHT POLE/BOX
12733741,STOP SIGN/STREET INTERSECTION AT JUSTIN/
12733741,BRICK GARDEN PILLAR
12733768,FRAME OF BAY DOOR
12733768,CONCRETE POST-RED
12733828,FENCE
12733828,FENCE
12733905,LIGHT POLE
12733961,TREE
12734031,LANDSCAPING
12737813,WALL DAMAGE
12737813,REDBOX #CRE019583
12737815,TELEPHONE POLE
12737815,RAILROAD CROSSING ARM
12737830,INSIDE WIRE BARRIER
12737865,UTURN SIGN
12737868,GUARDRAIL
12737869,METAL GUARDRAIL
12737971,FRONT PORCH DESTROYED
12737976,"FENCE (MESH & BARBED WIRE, SEVERAL POSTS"
12737977,BARRIER BUFFER
12737980,STABILIZING WIRE FOR POWER POLE 382611
12737985,TRAFFIC POLE
12739012,"""DO NOT ENTER""  SIGN"
12747697,5312 AIRPORT BLVD #G
12747747,GUARD RAIL
12747747,CONSTRUCTION MACHINERY (BOB CAT)
12747750,GUARDRAIL
12747773,LARGE CRACK ON RETURNING WALL NEAREST IH
12747822,UTILITY POLE #349167
12747825,IRON FENCE AROUND PROPERTY AT
12747857,GUARDRAIL
12747897,FENCE TO REAGAN H.S.
12747904,FLOWER BED
12747904,STREET LIGHT POLE (SLIGHT DAMAGE)
12747906,CHAIN LINK FENCE
12747909,FENCE POLES/TREES
12747915,UTILITY POLE
12747932,MAIL BOX
12747942,STORE FRONT
12747949,CAPITAL VILLAGE APARTMENT
12747952,BUS BENCH
12747989,TREES
12748008,METAL GUARD RAIL
12748091,PRIVACY FENCE
12748689,LIGHT POLE
12748697,TELEPHONE POLE #308808
12748701,ELECTRIC POLE #248473
12748816,CONCRETE WALL
12748875,GUARDRAIL
12749204,CITY POLE #392925
12749210,FENCE & WALL
12749210,FENCE
12749220,BRICK FENCE
12749226,GUARDRAIL
12749228,BENT CONCRETE POLE
12749236,GUARD RAIL DAMAGE
12749273,GAS METER
12749273,FIRE HYDRANT
12749279,MAIL BOX
12749749,GUARD RAIL
12754584,HOUSE
12757282,STREET LAMP
12757288,CABLE BOX
12757288,PEC ELECTRIC BOX
12757301,STREET-ROADWAY
12757333,SIGN IN LAWN FRONT
12760523,BLIND PEDS SIGN
12760536,BRICK MAIL BOX
12760536,STREET SIGN
12760537,STREET SIGNS
12760756,DROVE THROUGH FRONT OF BUILDING
12760765,SINGLE PARK BENCH
12760800,"FENCE,LANDSCAPING,-(TREE)"
12760826,CITY OF AUSTIN UTILITY POLE #233090
12760850,"""ONE WAY"" SIGN KNOCKED DOWN"
12760956,GUARD RAIL
12761090,SIGN
12761117,BUSHES/PLANTS
12761130,FIRE HYDRANT
12761188,FENCE/RAILING FOR CEMENT WATER RETENTION
12761590,REFLECTIVE MARKER
12761872,HWY LIGHT POLE
12764439,PEDESTRIAN CROSSWALK LIGHT
12764966,LIGHT POLE NE CORNER
12764974,CENTER COLLAPSABLE GUARD RAIL
12765026,GUIDE WIRE
12765028,SHRUBS
12765029,FENCE-CHAINLINK
12765064,LIGHT POLE
12765071,CHAIN LINKED FENCE CONSTRUCTION SITE SOU
12765107,8402 BREAVER BROOK LN (HOUSE)
12765110,INSIDE SCRAPE ON GAURDRAIL
12765116,LEASE SIGN @ 7701 N LAMAR
12766509,CONCRETE WALL
12766513,100' GUARD RAIL
12766529,UTILITY POLE #57
12766577,"SHRUBS, STAIRRAIL, BRICK, UTILITY BOX"
12766629,LIGHT POLE #295179
12766651,LANDSCAPING
12766653,LIGHT POLE
12766659,MAILBOX/YARD TURF
12766689,50 FEET OF GUARDRAIL
12766836,TREES
12766877,STREET SIGN
12766882,WIRE GUARD RAIL-300'
12766883,TREES & LANDSCAPING
12766887,TRAFFIC LIGHT CONTROL BOX
12767071,LIGHT POLE #72399F
12767076,STREET PAVEMENT
12767112,CROSSWALK SIGN
12767112,CROSSWALK SIGNAL POLE
12767208,LANDSCAPING
12767219,CASH PAWN SIGN
12767701,ALUMINIUM LIGHT POLE
12767702,LIGHT POLE
12770743,CONCRETE BARRIER (INSIDE LANE)
